research_question,experiment,condition,n,strategy,target_reach,wom,wom_receiver_scale,wom_label_delay,wom_label_coverage,wom_label_sensitivity,wom_label_specificity,contacts,user_activity,network_topology,memory_half_life,base,source_attribute_contrast,fake_repost_share_all_mean,fake_repost_share_all_sd,fake_repost_share_final100_mean,fake_repost_share_final100_sd,target_share_all_mean,target_share_all_sd,target_share_final100_mean,target_share_final100_sd,fake_repost_share_decisions_mean,fake_repost_share_decisions_sd,target_share_decisions_mean,target_share_decisions_sd,participation_rate_mean,participation_rate_sd,cumulative_fake_reposts_mean,cumulative_fake_reposts_sd,target_unique_reposters_p400_mean,target_unique_reposters_p400_sd
RQ3,E3b-recommendation-realism,imperfect_delayed_combined_r14_7,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",14.7,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.3794996666666666,0.013969564881860342,0.4686053333333334,0.02082772418466894,0.3820786666666667,0.014557305070635159,0.5492786666666666,0.016654336441265096,0.37956754115513236,0.013971843223007553,0.38214702333572365,0.014560303604234699,0.9998211666666665,2.46241867827569e-05,75899.93333333333,2793.9129763720684,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_delayed_control_r5_0,30,NONE,5.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.21578966666666666,0.014946807116856286,0.257626,0.021939926853679972,0.039992,0.012648231483301228,0.08656666666666668,0.024209997554919236,0.2158324428995168,0.014949258448078226,0.03999994195503405,0.012650774438971245,0.9998016666666667,2.937079634877295e-05,43157.933333333334,2989.3614233712574,366.3333333333333,76.88474730280441
RQ3,E3b-recommendation-realism,imperfect_delayed_credibility_r5_0,30,CREDIBILITY_CAMOUFLAGE,5.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.2395715,0.015241053461078352,0.29529599999999995,0.019440357879492814,0.08987250000000002,0.012182654554027159,0.168136,0.01108635246753786,0.23961902326799328,0.01524397498765073,0.08989037994592737,0.01218542612854273,0.9998016666666667,2.937079634877295e-05,47914.3,3048.210692215669,498.76666666666665,1.5241353305225644
RQ3,E3b-recommendation-realism,imperfect_delayed_informational_r5_0,30,INFORMATIONAL_CAMOUFLAGE,5.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.25068833333333335,0.015589642247412187,0.3110813333333333,0.018395380929467867,0.11239516666666666,0.012329476348987001,0.19776399999999997,0.009370532535560612,0.2507380822420355,0.01559306167890205,0.1124175601061229,0.012332922071976624,0.9998016666666667,2.937079634877295e-05,50137.666666666664,3117.9284494824374,499.9,0.30512857662936466
RQ3,E3b-recommendation-realism,imperfect_delayed_combined_r5_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",5.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.3562921666666667,0.01804067486137985,0.46546,0.02594396348631623,0.3299366666666666,0.017555985094653004,0.5368866666666666,0.018337821728523992,0.3563629329166724,0.018046121104816338,0.33000227237845287,0.017562540362794588,0.9998016666666667,2.937079634877295e-05,71258.43333333333,3608.1349722759705,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_delayed_control_r1_0,30,NONE,1.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.20401816666666667,0.0156096188008931,0.23138799999999995,0.023698949547504684,0.013853166666666665,0.011147076505812491,0.033612666666666666,0.026216218977405274,0.20406059058178141,0.01561303910332599,0.013856112009303938,0.01114957886846433,0.9997921666666667,2.9933355093045736e-05,40803.63333333333,3121.923760178621,160.73333333333332,111.16993308889101
RQ3,E3b-recommendation-realism,imperfect_delayed_credibility_r1_0,30,CREDIBILITY_CAMOUFLAGE,1.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.21784050000000002,0.016783982889586463,0.26704399999999995,0.025975982753305014,0.04334116666666665,0.020458690324623677,0.10973799999999997,0.03916192322071055,0.21788592252487943,0.016789389067424866,0.0433505297418427,0.02046392797602681,0.9997921666666667,2.9933355093045736e-05,43568.1,3356.796577917292,420.03333333333336,88.92712372124342
RQ3,E3b-recommendation-realism,imperfect_delayed_informational_r1_0,30,INFORMATIONAL_CAMOUFLAGE,1.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.22878183333333332,0.017539462819760102,0.2898833333333333,0.023156539604111435,0.06698183333333334,0.02331124345724587,0.15870266666666666,0.0344382997430971,0.22882949155745455,0.017544341795906283,0.0669960170236865,0.023316760733082954,0.9997921666666667,2.9933355093045736e-05,45756.36666666667,3507.892563952021,482.23333333333335,35.58446322467863
RQ3,E3b-recommendation-realism,imperfect_delayed_combined_r1_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",1.0,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.31717316666666673,0.023705855361482744,0.4490206666666667,0.030112759345538205,0.2538323333333333,0.044459558390731346,0.5031899999999999,0.03850457160497645,0.3172393121212604,0.023713540197275326,0.25388560497888324,0.044471742365478996,0.9997921666666667,2.9933355093045736e-05,63434.63333333333,4741.171072296549,500.0,0.0
RQ3,E3b-recommendation-realism,scale0_25_control_r14_7,30,NONE,14.7,1.0,0.25,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.2816605,0.01401443672825793,0.316386,0.02564850692703587,0.1289625,0.009283188619664902,0.18282733333333334,0.006263621258055745,0.281710867120426,0.014016617328297756,0.12898558555328396,0.009285096748002248,0.9998211666666665,2.46241867827569e-05,56332.1,2802.8873456515857,500.0,0.0
RQ3,E3b-recommendation-realism,scale0_25_credibility_r14_7,30,CREDIBILITY_CAMOUFLAGE,14.7,1.0,0.25,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.305663,0.012537774619676059,0.3343066666666667,0.024396332869332318,0.1828018333333333,0.00631145803736912,0.224748,0.009317934653500023,0.30571764630789156,0.012539284197943997,0.18283453725780496,0.00631274921210002,0.9998211666666665,2.46241867827569e-05,61132.6,2507.5549239352113,500.0,0.0
RQ3,E3b-recommendation-realism,scale0_25_informational_r14_7,30,INFORMATIONAL_CAMOUFLAGE,14.7,1.0,0.25,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.31750966666666663,0.011889088081190203,0.3442866666666667,0.02315719078509895,0.20840883333333338,0.008057509528312742,0.24824266666666664,0.01241336624808901,0.3175664537769763,0.011891021122729589,0.2084461504418441,0.008060007750443701,0.9998211666666665,2.46241867827569e-05,63501.933333333334,2377.81761623804,500.0,0.0
RQ3,E3b-recommendation-realism,scale0_25_combined_r14_7,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",14.7,1.0,0.25,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.3931610000000001,0.009335980860128717,0.4185799999999999,0.022522733955441247,0.3786045,0.01286228383418102,0.42180400000000007,0.026822651981307608,0.39323128671232954,0.009336048837483972,0.3786722258318354,0.012864803575172648,0.9998211666666665,2.46241867827569e-05,78632.2,1867.1961720257425,500.0,0.0
RQ3,E3b-recommendation-realism,scale1_0_control_r14_7,30,NONE,14.7,1.0,1.0,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.2969163333333333,0.013160833935775407,0.32378,0.024582139296932492,0.15792883333333335,0.007363274979215446,0.202664,0.005064939390997959,0.29696944214872634,0.01316315486091208,0.1579571165324601,0.00736534378756919,0.9998211666666665,2.46241867827569e-05,59383.26666666667,2632.1667871550803,500.0,0.0
RQ3,E3b-recommendation-realism,scale1_0_credibility_r14_7,30,CREDIBILITY_CAMOUFLAGE,14.7,1.0,1.0,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.3142250000000001,0.011278886745015945,0.33585533333333334,0.024083688389380506,0.1971613333333333,0.005097797687665508,0.23080000000000006,0.006290459113774526,0.31428118915040265,0.011280433728650988,0.19719660910227169,0.005099092584515905,0.9998211666666665,2.46241867827569e-05,62845.0,2255.7773490031905,500.0,0.0
RQ3,E3b-recommendation-realism,scale1_0_informational_r14_7,30,INFORMATIONAL_CAMOUFLAGE,14.7,1.0,1.0,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.32134900000000005,0.010840557022207126,0.3413926666666666,0.022936070362600505,0.21350666666666665,0.004877093243495258,0.2433886666666667,0.007977967390141479,0.32140647114399024,0.010842244772250294,0.21354488229116037,0.004879180076968144,0.9998211666666665,2.46241867827569e-05,64269.8,2168.1114044414244,500.0,0.0
RQ3,E3b-recommendation-realism,scale1_0_combined_r14_7,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",14.7,1.0,1.0,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.34905466666666657,0.009540016349777553,0.36466266666666675,0.021383850647293326,0.2758768333333333,0.004695346097069339,0.29749466666666663,0.010544783882395926,0.3491170668471714,0.00954039764181209,0.27592615736934983,0.004694909218862281,0.9998211666666665,2.46241867827569e-05,69810.93333333333,1908.0032699555102,500.0,0.0
RQ3,E3c-combined-legacy-policies,disabled_combined_r14_7,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",14.7,0.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.15582833333333335,0.014510343417436889,0.15547066666666665,0.027601530558927383,0.03794616666666668,0.007255228160500504,0.03941133333333334,0.00765978244641692,0.16756843214980646,0.015881798897384513,0.040786988471623827,0.007740179417325966,0.9301333333333335,0.012483736546439892,31165.666666666668,2902.0686834873777,40.46666666666667,4.775897340008352
RQ3,E3c-combined-legacy-policies,disabled_combined_r5_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",5.0,0.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.14035649999999997,0.010177752711606855,0.14104466666666668,0.021243492591173994,0.014194833333333332,0.0050016360225728996,0.014791333333333333,0.005273307365848557,0.15229851778469067,0.01083543213384456,0.015425453521171048,0.005486620106534659,0.9216000000000002,0.013281046905140854,28071.3,2035.550542321371,14.266666666666667,3.6287485572789446
RQ3,E3c-combined-legacy-policies,disabled_combined_r1_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",1.0,0.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.13635766666666668,0.01196648046472494,0.13316333333333333,0.023253545867292988,0.002513833333333333,0.001931335380138497,0.0026226666666666672,0.002006436080996959,0.14851392855884413,0.013039862582070254,0.0027289405100630756,0.0020860265203140197,0.9182666666666667,0.014041645775761261,27271.533333333333,2393.2960929449887,2.8,1.7300587990805003
RQ3,E3c-combined-legacy-policies,oracle_combined_r14_7,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",14.7,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.09968600000000001,0.015258333754559088,0.09887066666666668,0.03669433169919538,0.004745166666666667,0.0022490793071577213,0.0049906666666666676,0.004739572898940138,0.09970354448574266,0.015261930073458269,0.004746006944446432,0.002249501953746005,0.9998253333333335,3.120934136610262e-05,19937.2,3051.666750911818,167.83333333333334,59.48171746548412
RQ3,E3c-combined-legacy-policies,oracle_combined_r5_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",5.0,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.09838716666666666,0.017614856713587815,0.0926693333333333,0.03891310451491253,0.0022295,0.0018094056701885139,0.0030113333333333333,0.004591003746709302,0.098406413660687,0.017618331855952206,0.002229941813947087,0.0018097896341261594,0.9998039999999998,3.320261726284853e-05,19677.433333333334,3522.971342717564,84.9,62.70585409617697
RQ3,E3c-combined-legacy-policies,oracle_combined_r1_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",1.0,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.09379083333333334,0.010374444487274497,0.100098,0.03109446268477994,0.0006235000000000001,0.0013060549639909943,0.0011693333333333334,0.0034577917343531425,0.09380991816753308,0.01037572427106144,0.0006236248962736488,0.001306331087964216,0.9997956666666666,3.510411443939407e-05,18758.166666666668,2074.8888974549,24.4,49.61757197078332
RQ4,E4c-structural-sensitivity,top0_a0_25_control,10,NONE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.25,0.0,0.33,,1.0,0.076479,0.0024461248264687316,0.07733799999999999,0.004582958287685659,0.047429,0.0005958271561451355,0.04838,0.0017381471616510365,0.30648679954201546,0.009424600628818763,0.19007857937938583,0.002538971417083303,0.24952649999999998,0.0007345030443927546,15295.8,489.2249652937457,500.0,0.0
RQ4,E4c-structural-sensitivity,top0_a0_25_credibility,10,CREDIBILITY_CAMOUFLAGE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.25,0.0,0.33,,1.0,0.0766295,0.0024069072479013373,0.07749400000000001,0.004416726288905745,0.047906,0.000662687290088203,0.048806,0.0016771947478519656,0.3070904280449908,0.009277484524433277,0.19198957109772846,0.0027462725524590717,0.24952649999999998,0.0007345030443927546,15325.9,481.3814495802679,500.0,0.0
RQ4,E4c-structural-sensitivity,top0_a0_25_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.25,0.0,0.33,,1.0,0.0773185,0.0025111164515675757,0.078176,0.004522082116311761,0.0497485,0.0008809403120151404,0.050366,0.0016749938640020284,0.30985239032822537,0.009733331733833265,0.19937572063789835,0.0037261721281074407,0.24952649999999998,0.0007345030443927546,15463.7,502.2232903135152,500.0,0.0
RQ4,E4c-structural-sensitivity,top0_a0_5_control,10,NONE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.5,0.0,0.33,,1.0,0.12094900000000001,0.010193856210700857,0.110146,0.024923846769264523,0.0649175,0.005446992161836761,0.060372,0.012867226930807156,0.24185352414654457,0.020602577225552587,0.12981102196077723,0.01100877835451268,0.50013,0.001329626096147165,24189.8,2038.7712421401716,500.0,0.0
RQ4,E4c-structural-sensitivity,top0_a0_5_credibility,10,CREDIBILITY_CAMOUFLAGE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.5,0.0,0.33,,1.0,0.1225685,0.011047502495536666,0.11283999999999998,0.02574843943491203,0.06739550000000001,0.006317080659256738,0.063556,0.013875083343093033,0.2450978048065579,0.02236475202302199,0.1347689574018331,0.012773951756957742,0.50013,0.001329626096147165,24513.7,2209.5004991073333,500.0,0.0
RQ4,E4c-structural-sensitivity,top0_a0_5_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.5,0.0,0.33,,1.0,0.12869150000000001,0.0099128127104941,0.11833200000000002,0.02424048441026797,0.0771245,0.005386064039104376,0.07261399999999998,0.013960353545348022,0.25734030511602163,0.0201317057996424,0.15422051086725425,0.01093730665895811,0.50013,0.001329626096147165,25738.3,1982.5625420988194,500.0,0.0
RQ4,E4c-structural-sensitivity,top0_a1_0_control,10,NONE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.10287549999999998,0.016414663744144544,0.086946,0.025541184258630868,0.0118285,0.0030156978646925336,0.007313999999999999,0.004644203555688174,0.10287549999999998,0.016414663744144544,0.0118285,0.0030156978646925336,1.0,0.0,20575.1,3282.9327488289086,453.8,25.46369965264278
RQ4,E4c-structural-sensitivity,top0_a1_0_credibility,10,CREDIBILITY_CAMOUFLAGE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.103047,0.016583509747805363,0.087176,0.025902349614572717,0.012532499999999999,0.0036071412580540225,0.007862000000000001,0.005380412623581949,0.103047,0.016583509747805363,0.012532500000000002,0.0036071412580540225,1.0,0.0,20609.4,3316.701949561073,459.8,25.572554732672987
RQ4,E4c-structural-sensitivity,top0_a1_0_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.10993599999999999,0.01750741474664695,0.08846799999999999,0.02666034791804322,0.018366,0.007096813760805306,0.01004,0.007139038217201717,0.109936,0.01750741474664695,0.018366,0.007096813760805306,1.0,0.0,21987.2,3501.48294932939,474.9,25.817522043070756
RQ4,E4c-structural-sensitivity,top1_a0_25_control,10,NONE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.25,1.0,0.33,,1.0,0.0764425,0.0022803328826194545,0.07504999999999999,0.0065515545229103194,0.047174499999999994,0.0006936195322765616,0.047704,0.002371662333095127,0.30626468965429654,0.009073026230539962,0.1890091107849136,0.003121321331037477,0.249596,0.0007884717989743015,15288.5,456.0665765238911,500.0,0.0
RQ4,E4c-structural-sensitivity,top1_a0_25_credibility,10,CREDIBILITY_CAMOUFLAGE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.25,1.0,0.33,,1.0,0.07659849999999999,0.002165831954597485,0.07535800000000001,0.0064614442829929435,0.0475755,0.0006526461096524227,0.048234,0.0024283153739898685,0.30688969223131674,0.008611339537984656,0.19061499666704346,0.002930268913613569,0.249596,0.0007884717989743015,15319.7,433.16639091949673,500.0,0.0
RQ4,E4c-structural-sensitivity,top1_a0_25_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.25,1.0,0.33,,1.0,0.07728650000000001,0.002317746810542038,0.076,0.0061445115527779945,0.049318,0.0007259445953759538,0.050078,0.0025312526543195967,0.30964570212543163,0.009203265083655304,0.19759634262465567,0.003204825110954189,0.249596,0.0007884717989743015,15457.3,463.5493621084071,500.0,0.0
RQ4,E4c-structural-sensitivity,top1_a0_5_control,10,NONE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.5,1.0,0.33,,1.0,0.1319315,0.010436049712947476,0.14057199999999997,0.01070590781868694,0.070676,0.004056428916615641,0.075926,0.0029727062118921578,0.2637962655958725,0.02093950561268356,0.1413169404120867,0.008185191604826511,0.500139,0.0012669556687850937,26386.3,2087.2099425894953,500.0,0.0
RQ4,E4c-structural-sensitivity,top1_a0_5_credibility,10,CREDIBILITY_CAMOUFLAGE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.5,1.0,0.33,,1.0,0.1329135,0.010700878481591024,0.14168000000000003,0.011301067796156842,0.07275250000000001,0.0037802970562289596,0.07776,0.003434789335283577,0.2657606063477641,0.02147160846328156,0.14547054254096503,0.007672006838872834,0.500139,0.0012669556687850937,26582.7,2140.1756963182047,500.0,0.0
RQ4,E4c-structural-sensitivity,top1_a0_5_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",,1.0,0.5,0.0,1.0,1.0,1.0,5.0,0.5,1.0,0.33,,1.0,0.13776149999999998,0.010560892757401404,0.146066,0.011978770294891613,0.081622,0.0037751719607632887,0.087026,0.00356697257255131,0.27544982878197777,0.021145075663200834,0.1632001762979124,0.007576307489428514,0.500139,0.0012669556687850937,27552.3,2112.17855148028,500.0,0.0
RQ4,E4c-structural-sensitivity,top1_a1_0_control,10,NONE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.33,,1.0,0.10543399999999999,0.01764768395254428,0.095552,0.03879199940422996,0.012035500000000001,0.0027590703446390536,0.007626000000000001,0.0039038106739156526,0.10543399999999999,0.017647683952544277,0.012035500000000001,0.002759070344639054,1.0,0.0,21086.8,3529.5367905088556,452.0,26.153393661244042
RQ4,E4c-structural-sensitivity,top1_a1_0_credibility,10,CREDIBILITY_CAMOUFLAGE,,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.33,,1.0,0.10534650000000001,0.01757128308253745,0.09549,0.03864583145552557,0.0125475,0.0028586800081311812,0.00799,0.00402664735094705,0.10534650000000001,0.017571283082537442,0.0125475,0.002858680008131181,1.0,0.0,21069.3,3514.2566165074895,455.8,23.083423585864477
RQ4,E4c-structural-sensitivity,top1_a1_0_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,1.0,0.33,,1.0,0.108984,0.01846010981669514,0.09807600000000001,0.04030277277475253,0.017809,0.004678208821523232,0.011304,0.006205515825994376,0.108984,0.01846010981669514,0.017809,0.004678208821523231,1.0,0.0,21796.8,3692.021963339029,473.6,23.070905198250603
RQ4,E4b-global-sensitivity,m01_control,10,NONE,11.275,1.0,0.625,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.1315125,0.0135686759875662,0.121556,0.02984236183682518,0.0006455,0.0002171590558911959,9.400000000000001e-05,7.18331399842719e-05,0.13153567581391512,0.013571274682799268,0.000645613808134987,0.0002172025914445535,0.9998239999999999,3.33999334663529e-05,26302.5,2713.7351975132397,33.4,5.910442735813734
RQ4,E4b-global-sensitivity,m01_credibility,10,CREDIBILITY_CAMOUFLAGE,11.275,1.0,0.625,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.131577,0.013602098735121726,0.121552,0.02985224681661331,0.0008155,0.0003038864005585713,0.000126,8.846845012017939e-05,0.13160018730101064,0.013604707974545018,0.0008156424655711943,0.00030394525909062094,0.9998239999999999,3.33999334663529e-05,26315.4,2720.4197470243444,37.2,7.004760286167305
RQ4,E4b-global-sensitivity,m01_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",11.275,1.0,0.625,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.132274,0.013859361417067128,0.12183600000000001,0.029851378229861045,0.0021255,0.0007440372227845116,0.000582,0.0006364799027987188,0.13229731104867662,0.013862028413604198,0.002125875163120953,0.0007441898124717592,0.9998239999999999,3.33999334663529e-05,26454.8,2771.8722834134255,70.4,17.263963752407626
RQ4,E4b-global-sensitivity,m02_control,10,NONE,11.275,1.0,0.625,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.1321785,0.013622743452281068,0.12161200000000001,0.029872697605375757,0.000716,0.0002645310315760075,9.400000000000001e-05,7.18331399842719e-05,0.13220178730055582,0.013625291619447843,0.0007161258902459135,0.0002645802539266212,0.9998239999999999,3.33999334663529e-05,26435.7,2724.548690456213,34.7,6.700746227100382
RQ4,E4b-global-sensitivity,m02_credibility,10,CREDIBILITY_CAMOUFLAGE,11.275,1.0,0.625,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.13224550000000002,0.013648607875693563,0.12160200000000002,0.029875209269373978,0.0008905,0.0003286288855904856,0.000126,8.846845012017939e-05,0.13226879968039323,0.013651170241948084,0.0008906553628393278,0.00032868974005379576,0.9998239999999999,3.33999334663529e-05,26449.1,2729.7215751387134,38.6,7.574812062208394
RQ4,E4b-global-sensitivity,m02_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",11.275,1.0,0.625,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.133001,0.013955390197180286,0.12189199999999997,0.0298777571670521,0.002313,0.0008448379200243743,0.0005780000000000002,0.0006274781979390909,0.13302443501038214,0.013958037145802031,0.002313409126915182,0.0008450155331317288,0.9998239999999999,3.33999334663529e-05,26600.2,2791.0780394360568,75.5,20.72706228849402
RQ4,E4b-global-sensitivity,m03_control,10,NONE,11.275,1.0,0.8125,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.1317865,0.013615761097998808,0.121798,0.03006522309912235,0.0006584999999999999,0.0002155748130000348,0.0001,8.589399151150086e-05,0.13180972117664325,0.013618342224813633,0.0006586160210308751,0.00021561560721904566,0.9998239999999999,3.33999334663529e-05,26357.3,2723.152219599762,34.8,4.589843860815601
RQ4,E4b-global-sensitivity,m03_credibility,10,CREDIBILITY_CAMOUFLAGE,11.275,1.0,0.8125,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.1318575,0.013603048524748659,0.12180200000000001,0.030079156976957393,0.0008240000000000001,0.00028681972658022595,0.00013,0.00011440668201153677,0.13188073255345661,0.01360561685696569,0.0008241425152904115,0.00028686644266180536,0.9998239999999999,3.33999334663529e-05,26371.5,2720.6097049497316,38.9,7.385421074281713
RQ4,E4b-global-sensitivity,m03_combined,10,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",11.275,1.0,0.8125,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.1323875,0.01390208762300748,0.121882,0.03014331906815248,0.0018695,0.0009494894827104604,0.000376,0.0004262289421321728,0.13241083010190727,0.013904761407830831,0.0018698321455801175,0.0009496922697155194,0.9998239999999999,3.33999334663529e-05,26477.5,2780.417524601496,64.7,25.29404848751755
RQ4,E4b-global-sensitivity,m04_control,10,NONE,11.275,1.0,0.8125,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.1568905,0.013167803843297314,0.146208,0.03376905907944596,0.0007595,0.0002047688398604089,0.000198,0.00021998989875800104,0.15691814011417904,0.013170339714974746,0.0007596332490351612,0.00020480616396222574,0.9998239999999999,3.33999334663529e-05,31378.1,2633.560768659463,37.3,5.143496432929215
RQ4,E4b-global-sensitivity,m04_credibility,10,CREDIBILITY_CAMOUFLAGE,11.275,1.0,0.8125,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6510704071726416,1.25,0.75,0.156968,0.01315988500456342,0.146208,0.03376116796294557,0.0009635000000000002,0.0003243716147329239,0.00022799999999999999,0.00023948092014002098,0.1569956528312692,0.013162408723825552,0.0009636658968012295,0.00032442097745096296,0.9998239999999999,3.33999334663529e-05,31393.6,2631.9770009126855,41.9,8.198238293140248
