research_question,experiment,condition,n,strategy,target_reach,wom,wom_receiver_scale,wom_label_delay,wom_label_coverage,wom_label_sensitivity,wom_label_specificity,contacts,user_activity,network_topology,memory_half_life,base,source_attribute_contrast,fake_repost_share_all_mean,fake_repost_share_all_sd,fake_repost_share_final100_mean,fake_repost_share_final100_sd,target_share_all_mean,target_share_all_sd,target_share_final100_mean,target_share_final100_sd,fake_repost_share_decisions_mean,fake_repost_share_decisions_sd,target_share_decisions_mean,target_share_decisions_sd,participation_rate_mean,participation_rate_sd,cumulative_fake_reposts_mean,cumulative_fake_reposts_sd,target_unique_reposters_p400_mean,target_unique_reposters_p400_sd
RQ3,E3b-recommendation-realism,flag_only_informational_r1_0,30,INFORMATIONAL_CAMOUFLAGE,1.0,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.30987116666666664,0.013927528042874572,0.34170666666666666,0.021158910951267748,0.1813856666666667,0.01882908620914102,0.246768,0.008491320680350715,0.3099357466670199,0.013934167053530226,0.18142351103190432,0.018834244117218558,0.9997921666666667,2.9933355093045736e-05,61974.23333333333,2785.5056085749134,500.0,0.0
RQ3,E3b-recommendation-realism,flag_only_combined_r1_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",1.0,1.0,0.5,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.33,,1.0,0.3540921666666667,0.009271010312400888,0.37714400000000003,0.018252239087962276,0.28462199999999993,0.01578111008507454,0.329402,0.018755472102645224,0.35416591793994384,0.009278618941475471,0.2846812153288221,0.015785391283406856,0.9997921666666667,2.9933355093045736e-05,70818.43333333333,1854.2020624801783,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_control_r14_7,30,NONE,14.7,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.285698,0.014838571917530482,0.3189286666666667,0.02603033651051355,0.13668016666666669,0.01044021043546449,0.18937066666666666,0.006292578515029912,0.2857491129299676,0.014841384735359738,0.13670467277577256,0.010442830204164763,0.9998211666666665,2.46241867827569e-05,57139.6,2967.714383506096,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_credibility_r14_7,30,CREDIBILITY_CAMOUFLAGE,14.7,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.30770149999999996,0.012132767909886521,0.3339893333333333,0.025070336769719034,0.18647666666666665,0.006384376314060774,0.22539533333333328,0.008901941955254072,0.30775652005576715,0.012134412128187447,0.1865100388424353,0.006385986227156693,0.9998211666666665,2.46241867827569e-05,61540.3,2426.5535819773067,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_informational_r14_7,30,INFORMATIONAL_CAMOUFLAGE,14.7,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.31811766666666663,0.012206364417747431,0.34270333333333336,0.023475864103421163,0.20916016666666667,0.0070709669244825675,0.24589666666666662,0.011380073429656239,0.3181745686053164,0.012208531016659346,0.20919762419162197,0.007073638209284575,0.9998211666666665,2.46241867827569e-05,63623.53333333333,2441.272883549486,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_combined_r14_7,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",14.7,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.37665366666666666,0.00880689834764471,0.3980913333333333,0.021587545376959807,0.3399223333333334,0.009667512226197496,0.374892,0.019960156588425926,0.37672101224981436,0.008807306550175255,0.3399831468585878,0.009669739360566951,0.9998211666666665,2.46241867827569e-05,75330.73333333334,1761.379669528942,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_control_r5_0,30,NONE,5.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.26759866666666665,0.01583183931487286,0.31180266666666673,0.02476898602094456,0.1042648333333333,0.01217095287710792,0.1866553333333333,0.007309501956397217,0.26765170797927856,0.015834088331347806,0.10428554089709594,0.01217367334123377,0.9998016666666667,2.937079634877295e-05,53519.73333333333,3166.3678629745723,499.7,0.5959634332684376
RQ3,E3b-recommendation-realism,imperfect_fast_credibility_r5_0,30,CREDIBILITY_CAMOUFLAGE,5.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.29564683333333336,0.013043012958677526,0.33048133333333335,0.021773377564693833,0.16473350000000003,0.008818109124664016,0.226598,0.009763939778593474,0.2957054552730714,0.013044830611477794,0.16476621311691855,0.00882063567932704,0.9998016666666667,2.937079634877295e-05,59129.36666666667,2608.6025917355055,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_informational_r5_0,30,INFORMATIONAL_CAMOUFLAGE,5.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.3068254999999999,0.01153269791909523,0.3382466666666667,0.01969536569564164,0.19007533333333332,0.010907619681967136,0.24631866666666666,0.010709150368222285,0.30688634091600486,0.01153415745952552,0.19011305541865792,0.010910218629254238,0.9998016666666667,2.937079634877295e-05,61365.1,2306.539583819046,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_combined_r5_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",5.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.3681586666666666,0.008697497949106556,0.39297800000000005,0.01793991684907497,0.3266198333333333,0.012147244577818189,0.3750933333333332,0.02090784068953202,0.3682316979943791,0.008699125465821328,0.32668467421012143,0.012151011637837683,0.9998016666666667,2.937079634877295e-05,73631.73333333334,1739.4995898213099,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_fast_control_r1_0,30,NONE,1.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.24873,0.011955711014492986,0.28882133333333326,0.02981800748834021,0.055823833333333336,0.026705732068529633,0.13593999999999998,0.05050996869857508,0.2487817264962204,0.011958572725410434,0.055835561240347074,0.026711268242654223,0.9997921666666667,2.9933355093045736e-05,49746.0,2391.1422028985976,431.9,117.47761342133406
RQ3,E3b-recommendation-realism,imperfect_fast_credibility_r1_0,30,CREDIBILITY_CAMOUFLAGE,1.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.281314,0.013091109934239526,0.32842466666666675,0.020222440033772878,0.12827366666666667,0.02564552726793845,0.22345399999999996,0.009922017522869928,0.2813724553491102,0.013093270827048555,0.12830044203632351,0.0256513978431377,0.9997921666666667,2.9933355093045736e-05,56262.8,2618.2219868479056,499.96666666666664,0.18257418583505533
RQ3,E3b-recommendation-realism,imperfect_fast_informational_r1_0,30,INFORMATIONAL_CAMOUFLAGE,1.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.29398416666666666,0.013518505839909902,0.3371646666666666,0.017912734582689636,0.156645,0.02758017578899243,0.24304266666666666,0.011503178251468483,0.2940453230763808,0.013522123639421704,0.1566778338235402,0.02758702464909227,0.9997921666666667,2.9933355093045736e-05,58796.833333333336,2703.7011679819807,499.96666666666664,0.18257418583505533
RQ3,E3b-recommendation-realism,imperfect_fast_combined_r1_0,30,"ENGAGEMENT,PROXIMITY,INFORMATIONAL_CAMOUFLAGE,CREDIBILITY_CAMOUFLAGE",1.0,1.0,0.5,5.0,0.8,0.9,0.95,5.0,1.0,0.0,0.33,,1.0,0.35502316666666667,0.010372617423420364,0.39096666666666663,0.015234604288136002,0.29588666666666674,0.017423247368116394,0.370374,0.016857384056886738,0.35509690254644194,0.010372422319123055,0.29594831217953477,0.017429228249210817,0.9997921666666667,2.9933355093045736e-05,71004.63333333333,2074.5234846840726,500.0,0.0
RQ3,E3b-recommendation-realism,imperfect_delayed_control_r14_7,30,NONE,14.7,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.22821600000000003,0.013002383362424302,0.26994399999999996,0.018232494220957296,0.06985783333333334,0.010056156090479697,0.11972933333333334,0.011640276964750106,0.22825685884658112,0.01300545786806704,0.06987034993156935,0.010058170103714164,0.9998211666666665,2.46241867827569e-05,45643.2,2600.47667248486,467.46666666666664,22.671162502073027
RQ3,E3b-recommendation-realism,imperfect_delayed_credibility_r14_7,30,CREDIBILITY_CAMOUFLAGE,14.7,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.251817,0.01253001799817075,0.29682133333333327,0.016292151639899232,0.11813883333333333,0.008843634636955216,0.174336,0.0069899324647716725,0.25186206873774175,0.01253284549951131,0.11815996523423063,0.008845274844681207,0.9998211666666665,2.46241867827569e-05,50363.4,2506.003599634149,499.8,0.48423419811150237
RQ3,E3b-recommendation-realism,imperfect_delayed_informational_r14_7,30,INFORMATIONAL_CAMOUFLAGE,14.7,1.0,0.5,25.0,0.5,0.75,0.9,5.0,1.0,0.0,0.33,,1.0,0.26419183333333335,0.01214619775068933,0.3126746666666666,0.01623573660135277,0.1432121666666667,0.009820519218956042,0.20750866666666667,0.012475834498612972,0.26423909281061736,0.01214848570049498,0.14323777100019489,0.00982209656102377,0.9998211666666665,2.46241867827569e-05,52838.36666666667,2429.2395501378664,500.0,0.0
