condition,strategy,window,window_start,window_end,source,n_pairs,effect,se,ci95_low,ci95_high,cohens_dz,p_value
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,during,1,25,UNKNOWN_MEDIA,30,-0.0013066666666666624,0.0013888400297919449,-0.004147163463777614,0.0015338301304442896,-0.1717718367177317,0.35456192728872804
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,during,1,25,FAKE_NEWS_SOURCE,30,0.004975999999999999,0.0005716412346475936,0.0038068624022334044,0.006145137597766593,1.58926454855081,1.390955586510674e-09
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,during,1,25,MIXED_SOURCE,30,-0.0025706666666666686,0.001062156441638148,-0.004743020505687203,-0.000398312827646134,-0.4418721718583476,0.02200416223207511
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,26,50,TRADITIONAL_MEDIA,30,0.005248000000000007,0.0015199448265848605,0.0021393637862623994,0.008356636213737615,0.6303842813921228,0.001725573608030373
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,26,50,UNKNOWN_MEDIA,30,-0.001842666666666675,0.0009249659743146471,-0.0037344344952991476,4.9101161965797724e-05,-0.3637143157415452,0.05584455710676583
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,26,50,FAKE_NEWS_SOURCE,30,-0.0018026666666666666,0.00035041090275030474,-0.00251933743189807,-0.0010859959014352634,-0.9392413204482508,1.6978014892840388e-05
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,26,50,MIXED_SOURCE,30,-0.001602666666666667,0.0004538385285117228,-0.00253087067792073,-0.0006744626554126037,-0.6447349518587439,0.0014036849088601944
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,51,75,TRADITIONAL_MEDIA,30,0.0030079999999999925,0.0016774873382875137,-0.00042284682856791973,0.006438846828567905,0.3273843792779303,0.08338408933512909
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,51,75,UNKNOWN_MEDIA,30,-0.001269333333333328,0.0007741357707604536,-0.0028526187587278548,0.00031395209206119866,-0.29936286196796946,0.11187674763906236
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,51,75,FAKE_NEWS_SOURCE,30,-0.00072,0.00036226617508290133,-0.0014609175196215855,2.0917519621585414e-05,-0.3628641668550975,0.056384738383847104
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,51,75,MIXED_SOURCE,30,-0.001018666666666667,0.0005556339929302536,-0.0021550657791841745,0.00011773244585084035,-0.33472076883410196,0.07703546856966781
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,76,125,TRADITIONAL_MEDIA,30,-0.0006146666666666671,0.0006859415432573568,-0.002017574643706865,0.0007882413103735307,-0.1636032506410094,0.37758209846838436
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,76,125,UNKNOWN_MEDIA,30,0.0005799999999999999,0.0006207322335332089,-0.0006895399638493584,0.0018495399638493583,0.17059373118355528,0.357823278480791
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,76,125,FAKE_NEWS_SOURCE,30,1.7333333333333407e-05,3.375003902367552e-05,-5.1693246901023235e-05,8.635991356769005e-05,0.09376638702316774,0.6114369335606398
informational_p1_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,76,125,MIXED_SOURCE,30,1.7333333333333725e-05,3.8533261742764614e-05,-6.14760357910265e-05,9.614270245769397e-05,0.08212694897896235,0.6561790642079552
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,during,1,100,TRADITIONAL_MEDIA,30,0.003116000000000005,0.0010610332851442058,0.0009459432739336348,0.005286056726066375,0.5361765469824198,0.006435049095750223
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,during,1,100,UNKNOWN_MEDIA,30,-0.0027926666666666694,0.0006973931646163741,-0.004218995839160809,-0.0013663374941725295,-0.7311067398485855,0.0003952726147677466
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,during,1,100,FAKE_NEWS_SOURCE,30,0.0015253333333333332,0.0003026441836806197,0.0009063564778506754,0.002144310188815991,0.9201779068527917,2.2695540988958724e-05
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,during,1,100,MIXED_SOURCE,30,-0.0018486666666666664,0.00039949011563544513,-0.0026657156929032998,-0.0010316176404300329,-0.8448739989729189,7.133710466324839e-05
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,101,125,TRADITIONAL_MEDIA,30,3.733333333333366e-05,0.0008617521489868913,-0.0017251477059462138,0.0017998143726128811,0.007909586237592093,0.9657413091462256
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,101,125,UNKNOWN_MEDIA,30,0.0005386666666666688,0.000818543103483585,-0.0011354419519412557,0.002212775285274593,0.12014838031693521,0.5156773902288893
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,101,125,FAKE_NEWS_SOURCE,30,-0.0004533333333333328,0.00025783061950142836,-0.0009806561589870923,7.398949232042661e-05,-0.32101293634275463,0.08925435477548621
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,101,125,MIXED_SOURCE,30,-0.00012266666666666665,0.0002548864671007686,-0.0006439680245596406,0.00039863469122630734,-0.08786565662159179,0.6339432406797277
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,126,150,TRADITIONAL_MEDIA,30,-0.0002959999999999965,0.00028363875357351057,-0.0008761063864661134,0.00028410638646612045,-0.19053094235647072,0.3053010051543384
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,126,150,UNKNOWN_MEDIA,30,0.00036000000000000257,0.00031118313342586094,-0.0002764409686143042,0.0009964409686143093,0.21121551858233897,0.2567643307321783
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,126,150,FAKE_NEWS_SOURCE,30,-1.6000000000000013e-05,4.030230591503383e-05,-9.842747070372738e-05,6.642747070372736e-05,-0.07248188179404413,0.6942744728755396
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,126,150,MIXED_SOURCE,30,-4.799999999999952e-05,7.110038233241853e-05,-0.00019341660951323022,9.741660951323119e-05,-0.12325617152253746,0.5049585337157894
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,151,200,TRADITIONAL_MEDIA,30,-7.599999999999088e-05,0.00010158015916325542,-0.0002837547525732388,0.000131754752573257,-0.13659791673649765,0.46037796735160247
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,151,200,UNKNOWN_MEDIA,30,8.000000000000108e-05,8.458145771093069e-05,-9.298850448518804e-05,0.00025298850448519017,0.17268483261097856,0.35204810743676934
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,151,200,FAKE_NEWS_SOURCE,30,5.333333333333636e-06,4.716255414425679e-05,-9.11249204011889e-05,0.00010179158706785616,0.020646231078622068,0.9107431160376386
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,151,200,MIXED_SOURCE,30,-9.33333333333333e-06,4.06694930240746e-05,-9.251178599667989e-05,7.384511933001322e-05,-0.04189936012853186,0.8200972796005953
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,during,1,400,TRADITIONAL_MEDIA,30,0.0017698333333333483,0.00031107327031089225,0.0011336170600183527,0.002406049606648344,1.0387452434410078,3.7457439508571613e-06
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,during,1,400,UNKNOWN_MEDIA,30,-0.0015490000000000011,0.00022961316795112603,-0.0020186116573176387,-0.0010793883426823635,-1.2316689690841143,2.1045256876629602e-07
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,during,1,400,FAKE_NEWS_SOURCE,30,0.0008690000000000001,0.00010759849804532213,0.0006489363623487496,0.0010890636376512505,1.474527715283111,6.607990735755333e-09
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,during,1,400,MIXED_SOURCE,30,-0.001089833333333334,0.00012189181262363082,-0.001339130081644469,-0.000840536585022199,-1.632393753496969,7.847616996250847e-10
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,during,101,125,TRADITIONAL_MEDIA,30,0.0003786666666666605,0.0002558716153169472,-0.00014464954555993604,0.0009019828788932571,0.27019315246790027,0.1496801722636115
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,during,101,125,UNKNOWN_MEDIA,30,-0.0008826666666666668,0.0004475052002095167,-0.0017979175671437003,3.258423381036668e-05,-0.36011234719721547,0.05816473210403102
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,during,101,125,FAKE_NEWS_SOURCE,30,0.0008293333333333331,0.00023159166072639047,0.00035567520394497914,0.001302991462721687,0.6538009945793862,0.001231199284842974
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,during,101,125,MIXED_SOURCE,30,-0.0003253333333333336,0.00022776259738219444,-0.000791160148868534,0.0001404934822018668,-0.2607867540194355,0.16386267617292052
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,126,150,TRADITIONAL_MEDIA,30,0.0014186666666666811,0.0005853435445395279,0.0002215046985434145,0.0026158286347899478,0.44249554651150724,0.021833756788268828
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,126,150,UNKNOWN_MEDIA,30,-0.0008399999999999995,0.00048617862475885704,-0.0018343469347281262,0.00015434693472812734,-0.31544438256106716,0.09466817525223055
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,126,150,FAKE_NEWS_SOURCE,30,-0.00024000000000000017,0.0001584290696650793,-0.0005640238294545274,8.402382945452708e-05,-0.2765767967522918,0.14062902404354127
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,126,150,MIXED_SOURCE,30,-0.0003386666666666666,0.0001341775572077445,-0.0006130905839769022,-6.424274935643102e-05,-0.4608206634765737,0.01733392447038476
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,151,175,TRADITIONAL_MEDIA,30,0.0014106666666666614,0.0011224110883900765,-0.0008849217619671527,0.0037062550953004753,0.22946255682553376,0.2188486536619732
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,151,175,UNKNOWN_MEDIA,30,-0.0014186666666666646,0.0012941569601666904,-0.004065514843171932,0.0012281815098386022,-0.20013948818436744,0.28200740064919116
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,151,175,FAKE_NEWS_SOURCE,30,-1.6000000000000243e-05,0.0001227665760046602,-0.0002670858403078687,0.00023508584030786824,-0.023794644018173498,0.8972062795093151
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,151,175,MIXED_SOURCE,30,2.399999999999989e-05,0.00010421198554405569,-0.00018913744190020756,0.00023713744190020732,0.0420467994843924,0.8194756820755619
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,176,225,TRADITIONAL_MEDIA,30,0.001312000000000002,0.0012859222192741658,-0.0013180062403365914,0.003942006240336596,0.18627668783170961,0.3160324982928318
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,176,225,UNKNOWN_MEDIA,30,-0.001150666666666667,0.0011410496209840711,-0.003484375174647575,0.001183041841314241,-0.18411296579111391,0.32158942748990355
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,176,225,FAKE_NEWS_SOURCE,30,-9.19999999999998e-05,9.123721765298101e-05,-0.0002786010620095897,9.46010620095901e-05,-0.18410058448638203,0.3216214175594935
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,176,225,MIXED_SOURCE,30,-6.93333333333334e-05,5.578063218719446e-05,-0.00018341753573948506,4.475086907281826e-05,-0.22693319147196492,0.22383710825440759
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,during,101,200,TRADITIONAL_MEDIA,30,0.0031679999999999968,0.0017124881675906359,-0.00033443156215788757,0.006670431562157881,0.3377512508826385,0.07453652718967543
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,during,101,200,UNKNOWN_MEDIA,30,-0.002861333333333333,0.0017989442455138595,-0.006540587428802329,0.0008179207621356634,-0.2903956612545353,0.12255181634902487
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,during,101,200,FAKE_NEWS_SOURCE,30,0.0006493333333333334,0.00021847482473306986,0.00020250214572951187,0.001096164520937155,0.5426323367634732,0.0058946533540206875
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,during,101,200,MIXED_SOURCE,30,-0.0009559999999999998,0.00015926093675792407,-0.0012817251886911279,-0.0006302748113088718,-1.095943080653948,1.5809171047170868e-06
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,201,225,TRADITIONAL_MEDIA,30,0.0015520000000000015,0.0006899325970743437,0.00014092940138995505,0.0029630705986100478,0.41069973736213145,0.03224231819591113
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,201,225,UNKNOWN_MEDIA,30,-0.0006320000000000004,0.0003005674327155145,-0.0012467294228494974,-1.727057715050339e-05,-0.3838968327515647,0.044288095704324404
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,201,225,FAKE_NEWS_SOURCE,30,-0.0004400000000000002,0.00017199839614328409,-0.0007917762181915279,-8.822378180847241e-05,-0.467054598000454,0.01600952298600033
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,201,225,MIXED_SOURCE,30,-0.00048000000000000007,0.00024843417685553067,-0.0009881049426237697,2.8104942623769554e-05,-0.35275182468871186,0.0631691624321256
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,226,250,TRADITIONAL_MEDIA,30,0.000210666666666659,0.00020668312874739652,-0.00021204779477624613,0.0006333811281095641,0.18609305646934549,0.31650151413739985
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,226,250,UNKNOWN_MEDIA,30,-9.866666666666653e-05,5.392999577641781e-05,-0.0002089658926286877,1.1632559295354658e-05,-0.33402536151509377,0.07761893421245505
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,226,250,FAKE_NEWS_SOURCE,30,-2.9333333333333123e-05,6.725988938666563e-05,-0.00016689525283350846,0.00010822858616684223,-0.07962411921871704,0.6659797258260551
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,226,250,MIXED_SOURCE,30,-8.266666666666656e-05,9.67695845316154e-05,-0.0002805826894075927,0.00011524935607425958,-0.15596635487707006,0.39996135544503475
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,251,300,TRADITIONAL_MEDIA,30,5.200000000000019e-05,3.879329246441873e-05,-2.734119166415221e-05,0.00013134119166415258,0.24472936067828469,0.19051041398447444
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,251,300,UNKNOWN_MEDIA,30,-1.7333333333333207e-05,1.4816372842722188e-05,-4.7636218260158606e-05,1.2969551593492193e-05,-0.21358933490225981,0.25157565750104
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,251,300,FAKE_NEWS_SOURCE,30,-9.333333333333358e-06,5.967986112378956e-06,-2.153923543420711e-05,2.8725687675403953e-06,-0.28552776470541474,0.12868918288195466
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,251,300,MIXED_SOURCE,30,-2.533333333333334e-05,1.8838291484464283e-05,-6.386196548449577e-05,1.3195298817829091e-05,-0.2455218782253031,0.1891206961472487
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,during,101,400,TRADITIONAL_MEDIA,30,0.001719111111111101,0.0006158393525353207,0.0004595782125140515,0.0029786440097081504,0.5096545230163825,0.009186034275541533
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,during,101,400,UNKNOWN_MEDIA,30,-0.0015697777777777765,0.0006080546400578399,-0.0028133891516604016,-0.0003261664038951512,-0.47134070006024087,0.015153909407830258
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,during,101,400,FAKE_NEWS_SOURCE,30,0.0006842222222222225,8.798030856740139e-05,0.0005042822872161914,0.0008641621572282536,1.4198781203043047,1.4131636589189246e-08
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,during,101,400,MIXED_SOURCE,30,-0.0008335555555555552,9.519515926891082e-05,-0.0010282515170798752,-0.000638859594031235,-1.5986708575584485,1.226952243988803e-09
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,during,201,225,TRADITIONAL_MEDIA,30,4.0000000000003e-05,0.00029903138650472997,-0.0005715878556075118,0.0006515878556075179,0.02442207662133569,0.8945122104188387
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,during,201,225,UNKNOWN_MEDIA,30,-0.0004666666666666672,0.000133264349970951,-0.0007392228654668026,-0.0001941104678665318,-0.6393404293166037,0.0015172035417497824
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,during,201,225,FAKE_NEWS_SOURCE,30,0.0008693333333333331,0.00024045117234799425,0.00037755546816165594,0.00136111119850501,0.6600833924107588,0.0011239373514913477
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,during,201,225,MIXED_SOURCE,30,-0.0004426666666666665,0.0001262718590006457,-0.0007009216156619882,-0.00018441171767134482,-0.6400436875057903,0.0015019155018160236
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,226,250,TRADITIONAL_MEDIA,30,0.0008453333333333424,0.0002951920214062642,0.00024159786103217945,0.0014490688056345053,0.5228327119321434,0.00770402694741484
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,226,250,UNKNOWN_MEDIA,30,-0.00043466666666666664,0.00013434193235647608,-0.000709426768903518,-0.0001599065644298153,-0.5907233235690352,0.00303004170937726
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,226,250,FAKE_NEWS_SOURCE,30,-0.00011733333333333317,0.0001073815127106647,-0.00033695318614623425,0.00010228651947956789,-0.19949465474906572,0.28352985492184285
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_1_25,226,250,MIXED_SOURCE,30,-0.0002933333333333333,0.0002152557064448889,-0.0007335806847926356,0.00014691401812596898,-0.2487975598701619,0.1834599450172903
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,251,275,TRADITIONAL_MEDIA,30,0.0004906666666666762,0.0003507885807042318,-0.00022677653671127854,0.0012081098700446311,0.25537623546132787,0.17249125782586155
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,251,275,UNKNOWN_MEDIA,30,-0.0002826666666666667,0.00020951994025386863,-0.0007111830590917517,0.00014584972575841835,-0.24631372301292337,0.18774002506646484
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,251,275,FAKE_NEWS_SOURCE,30,-0.00011466666666666675,6.181123160470442e-05,-0.00024108482976133798,1.1751496428004474e-05,-0.3386952947802613,0.07377243633162239
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_26_50,251,275,MIXED_SOURCE,30,-9.333333333333344e-05,9.174343702711321e-05,-0.00028096973021232035,9.430306354565349e-05,-0.18573816173432908,0.31740931811874556
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,276,325,TRADITIONAL_MEDIA,30,4.133333333333026e-05,6.722023048884102e-05,-9.614747461343987e-05,0.0001788141412801004,0.11226381739994894,0.5434196898937919
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,276,325,UNKNOWN_MEDIA,30,-2.399999999999989e-05,3.1255712121624864e-05,-8.79251089171135e-05,3.992510891711371e-05,-0.14019134944008171,0.44877810528393214
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,276,325,FAKE_NEWS_SOURCE,30,-1.599999999999981e-05,1.865352575221382e-05,-5.415074379871324e-05,2.2150743798713626e-05,-0.1566024038653476,0.3980659894776144
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,post_51_100,276,325,MIXED_SOURCE,30,-1.3333333333336549e-06,1.9415205164274688e-05,-4.104188644339618e-05,3.837521977672887e-05,-0.012538226906201566,0.9457199015660823
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,during,201,300,TRADITIONAL_MEDIA,30,0.0005400000000000182,0.0003323742524296391,-0.00013978167335077733,0.0012197816733508138,0.2966236392567861,0.11505270630335951
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,during,201,300,UNKNOWN_MEDIA,30,-0.0006600000000000001,0.00014795463734754548,-0.0009626012099941943,-0.0003573987900058058,-0.8144318070145005,0.00011313804859521772
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,during,201,300,FAKE_NEWS_SOURCE,30,0.000846,0.00014603148770829817,0.0005473320726542511,0.0011446679273457488,1.057701757616757,2.8125039675355775e-06
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,during,201,300,MIXED_SOURCE,30,-0.0007259999999999996,0.00016228016075513566,-0.0010579001951064632,-0.00039409980489353607,-0.8167902860057734,0.00010917337405167781
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,301,325,TRADITIONAL_MEDIA,30,0.0005386666666666577,0.00044346694037218675,-0.0003683250650884345,0.0014456583984217499,0.2217676655234079,0.234289570960756
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,301,325,UNKNOWN_MEDIA,30,-0.00056,0.00020512961980060374,-0.0009795371788956062,-0.00014046282110439373,-0.4984240899340373,0.010656210553559546
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,301,325,FAKE_NEWS_SOURCE,30,-4.53333333333333e-05,0.00011556133201005732,-0.0002816827950446413,0.00019101612837797472,-0.07162167725621389,0.697713748601407
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_1_25,301,325,MIXED_SOURCE,30,6.666666666666675e-05,0.00024368310556683505,-0.00043172124412557694,0.0005650545774589105,0.04994852786651389,0.7863469921084338
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,326,350,TRADITIONAL_MEDIA,30,0.00026133333333334675,0.00015361672961255947,-5.2848155597744466e-05,0.000575514822264438,0.31059586208633877,0.09960501414674874
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,326,350,UNKNOWN_MEDIA,30,-3.200000000000019e-05,7.629103380529356e-05,-0.00018803268376753468,0.00012403268376753431,-0.07658008622130409,0.6779809096459987
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,326,350,FAKE_NEWS_SOURCE,30,-0.0002133333333333331,0.00017013134434754176,-0.0005612910018488116,0.00013462433518214543,-0.22893582481336894,0.21988049766978168
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_26_50,326,350,MIXED_SOURCE,30,-1.5999999999999898e-05,2.9562324578468994e-05,-7.646174251823285e-05,4.446174251823305e-05,-0.09881452203147932,0.5924832830158495
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,351,400,TRADITIONAL_MEDIA,30,9.599999999999609e-05,0.00010286203235960979,-0.00011437647763189115,0.00030637647763188334,0.17039447343300665,0.35837684256738056
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,351,400,UNKNOWN_MEDIA,30,-7.466666666666663e-05,7.195741610008492e-05,-0.0002218361070458373,7.250277371250405e-05,-0.1894482405638804,0.30800773537153114
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,351,400,FAKE_NEWS_SOURCE,30,-1.733333333333329e-05,1.679445265100191e-05,-5.168184571855655e-05,1.7015179051889965e-05,-0.188432411993621,0.310562436004578
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,post_51_100,351,400,MIXED_SOURCE,30,-4.0000000000000684e-06,2.5104837652596377e-05,-5.5345158128019365e-05,4.7345158128019225e-05,-0.029089881139490487,0.874511949978302
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,during,201,400,TRADITIONAL_MEDIA,30,0.0007963333333333211,0.00024857501161313164,0.0002879403512886634,0.001304726315377979,0.5848935057596362,0.0032881132038615753
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,during,201,400,UNKNOWN_MEDIA,30,-0.0008523333333333334,0.00011827659316374252,-0.00109423612764229,-0.000610430539024377,-1.3156792923345328,6.208373601858235e-08
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,during,201,400,FAKE_NEWS_SOURCE,30,0.0007686666666666668,0.00010602182960357942,0.0005518276780482837,0.00098550565528505,1.3236773159824304,5.534017529892501e-08
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,during,201,400,MIXED_SOURCE,30,-0.0007126666666666667,9.995278578895723e-05,-0.0009170930669759824,-0.000508240266357351,-1.301759980088764,7.587782936594003e-08
