condition,policy,strategy,target_reach,wom_receiver_scale,metric,n_pairs,effect,se,ci95_low,ci95_high,cohens_dz,p_value,control_mean,treatment_mean,relative_effect_percent,p_holm
discovery_informational_r14_7,discovery,informational,14.7,0.5,cumulative_fake_reposts,30,1662.3666666666666,89.17034561107445,1479.9928326236793,1844.7405007096538,3.4036566601386804,1.0930558750722962e-17,30230.6,31892.966666666667,5.498953598892071,3.169862037709659e-16
discovery_informational_r14_7,discovery,informational,14.7,0.5,target_unique_reposters_p400,30,11.3,1.2007181758976728,8.844255594806572,13.755744405193429,1.71821193461466,2.568185305103847e-10,51.9,63.2,21.772639691714836,1.3354563586540006e-08
discovery_combined_r14_7,discovery,combined,14.7,0.5,fake_repost_share_all,30,0.017943499999999998,0.0009005721090302648,0.016101623227733335,0.01978537677226666,3.637709707731156,1.8188622956863258e-18,0.15115299999999998,0.16909649999999996,11.871084265611664,5.63847311662761e-17
discovery_combined_r14_7,discovery,combined,14.7,0.5,fake_repost_share_final100,30,0.022304000000000004,0.0012545568984682416,0.019738143043510688,0.02486985695648932,3.2458748151135843,3.8893726060929845e-17,0.14878000000000002,0.171084,14.991262266433662,1.5946427684981237e-15
discovery_combined_r14_7,discovery,combined,14.7,0.5,target_share_all,30,0.03617816666666667,0.0017259888134340897,0.03264812318344182,0.039708210149891524,3.8269073778234186,4.585292434366711e-19,0.0056584999999999995,0.04183666666666667,639.3596654001357,1.4214406546536804e-17
discovery_combined_r14_7,discovery,combined,14.7,0.5,target_share_final100,30,0.04447333333333333,0.002281256426013098,0.03980764006954563,0.04913902659712103,3.5593029052393526,3.279255765202505e-18,0.0027160000000000005,0.04718933333333333,1637.457044673539,1.0821544025168268e-16
discovery_combined_r14_7,discovery,combined,14.7,0.5,fake_repost_share_decisions,30,0.017946717554616007,0.0009007387208721074,0.016104500022871678,0.019788935086360336,3.637689010164077,1.819142659198427e-18,0.15118001367432002,0.169126731228936,11.871091368782235,5.639342243515125e-17
discovery_combined_r14_7,discovery,combined,14.7,0.5,target_share_decisions,30,0.036184662404601074,0.0017263162595669078,0.032653949218839184,0.039715375590362964,3.8268684788346747,4.5865632372970795e-19,0.005659516287191931,0.041844178691793,639.3596301947341,1.4218346035620946e-17
discovery_combined_r14_7,discovery,combined,14.7,0.5,participation_rate,30,0.0,0.0,0.0,0.0,,,0.9998211666666665,0.9998211666666665,0.0,
discovery_combined_r14_7,discovery,combined,14.7,0.5,cumulative_fake_reposts,30,3588.7,180.11442180605286,3220.324645546668,3957.075354453332,3.6377097077311586,1.8188622956862888e-18,30230.6,33819.3,11.871084265611664,5.638473116627495e-17
