condition,policy,strategy,target_reach,wom_receiver_scale,metric,n_pairs,effect,se,ci95_low,ci95_high,cohens_dz,p_value,control_mean,treatment_mean,relative_effect_percent,p_holm
discovery_combined_r14_7,discovery,combined,14.7,0.5,target_unique_reposters_p400,30,23.166666666666668,1.4933441091565234,20.112435028715492,26.220898304617844,2.83232463251071,1.4057823440073538e-15,51.9,75.06666666666666,44.63712267180476,8.153537595242652e-14
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,fake_repost_share_all,30,0.001605166666666669,0.00019623884159409314,0.0012038131709006458,0.002006520162432692,1.493394451962858,5.096300857392877e-09,0.148928,0.15053316666666666,1.0778138876951742,8.66371145756789e-08
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,fake_repost_share_final100,30,0.0014173333333333338,0.00023488756583177342,0.0009369343211257941,0.0018977323455408735,1.1016695518721014,1.4506261834338265e-06,0.1462173333333333,0.14763466666666666,0.9693333211748726,2.6111271301808877e-05
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,target_share_all,30,0.002977,0.0003489581043917588,0.002263300541035537,0.003690699458964463,1.5575604761446427,2.1285025538931543e-09,0.0022896666666666664,0.005266666666666665,130.0189256078032,3.405604086229047e-08
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,target_share_final100,30,0.0025106666666666667,0.00036735867822529117,0.0017593338086656115,0.003261999524667722,1.2477803023038023,1.6622867517389487e-07,0.0009819999999999998,0.003492666666666666,255.66870332654452,3.1583448283040025e-06
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,fake_repost_share_decisions,30,0.0016054972441630054,0.00019627903741200621,0.0012040615387186966,0.002006932949607314,1.493396116459433,5.096184374096201e-09,0.14895750628695745,0.1505630035311204,1.0778223160302602,8.663513435963542e-08
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,target_share_decisions,30,0.0029776067902623914,0.0003490292092769558,0.002263761905479023,0.00369145167504576,1.5575605737848524,2.1284997521424344e-09,0.002290128272903257,0.005267735063165647,130.0192144472152,3.405599603427895e-08
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,participation_rate,30,0.0,0.0,0.0,0.0,,,0.9998016666666667,0.9998016666666667,0.0,
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,cumulative_fake_reposts,30,321.03333333333336,39.24776831881863,240.7626341801287,401.304032486538,1.493394451962856,5.0963008573930505e-09,29785.6,30106.633333333335,1.0778138876951728,8.663711457568185e-08
discovery_credibility_r5_0,discovery,credibility,5.0,0.5,target_unique_reposters_p400,30,4.0,0.5911220579172476,2.791019645029161,5.208980354970839,1.2354415362426845,1.9912866544921885e-07,18.766666666666666,22.766666666666666,21.314387211367674,8.56253261431641e-06
discovery_informational_r5_0,discovery,informational,5.0,0.5,fake_repost_share_all,30,0.0027731666666666677,0.00023710253896716148,0.002288237525746105,0.0032580958075872305,2.1353995134641077,1.6853782799406263e-12,0.148928,0.1517011666666667,1.8620854820226334,3.539294387875315e-11
discovery_informational_r5_0,discovery,informational,5.0,0.5,fake_repost_share_final100,30,0.0028320000000000003,0.00035287795422031255,0.00211028354797347,0.0035537164520265305,1.4652377347496937,7.513429739973517e-09,0.1462173333333333,0.14904933333333334,1.9368428731659726,1.5778202453944385e-07
discovery_informational_r5_0,discovery,informational,5.0,0.5,target_share_all,30,0.005349500000000001,0.0004323121710273617,0.004465322333160098,0.006233677666839904,2.259202198271705,4.2818838706736247e-13,0.0022896666666666664,0.0076391666666666665,233.63662833017912,8.991956128414611e-12
discovery_informational_r5_0,discovery,informational,5.0,0.5,target_share_final100,30,0.0050479999999999995,0.0005672937166226507,0.0038877540749677245,0.006208245925032274,1.6246160729264822,8.696177735422754e-10,0.0009819999999999998,0.00603,514.0529531568228,1.8261973244387782e-08
discovery_informational_r5_0,discovery,informational,5.0,0.5,fake_repost_share_decisions,30,0.0027737267905011036,0.00023715403378352172,0.0022886923308557045,0.0032587612501465027,2.135367054169025,1.6859955306706837e-12,0.14895750628695745,0.15173123307745853,1.8620926596056797,3.540590614408436e-11
discovery_informational_r5_0,discovery,informational,5.0,0.5,target_share_decisions,30,0.005350575893982129,0.0004324062085772533,0.004466205898757715,0.006234945889206544,2.259165151228241,4.2836065801906113e-13,0.002290128272903257,0.007640704166885384,233.63651535549405,8.995573818400284e-12
discovery_informational_r5_0,discovery,informational,5.0,0.5,participation_rate,30,0.0,0.0,0.0,0.0,,,0.9998016666666667,0.9998016666666667,0.0,
discovery_informational_r5_0,discovery,informational,5.0,0.5,cumulative_fake_reposts,30,554.6333333333333,47.4205077934323,457.6475051492207,651.619161517446,2.135399513464107,1.6853782799406527e-12,29785.6,30340.233333333334,1.8620854820226331,3.539294387875371e-11
discovery_informational_r5_0,discovery,informational,5.0,0.5,target_unique_reposters_p400,30,4.466666666666667,0.5866980137915699,3.2667344978797663,5.666598835453567,1.3899791901340248,2.152158373535531e-08,18.766666666666666,23.233333333333334,23.80106571936057,9.68471268090989e-07
discovery_combined_r5_0,discovery,combined,5.0,0.5,fake_repost_share_all,30,0.006190333333333335,0.0004847945964697662,0.005198817054287607,0.007181849612379063,2.3312864388566297,1.9744727648191027e-13,0.148928,0.15511833333333333,4.156594685575134,4.343840082602026e-12
discovery_combined_r5_0,discovery,combined,5.0,0.5,fake_repost_share_final100,30,0.008006000000000004,0.0006961464702531917,0.006582220603772125,0.009429779396227883,2.0996859055592587,2.5272122866623732e-12,0.1462173333333333,0.15422333333333332,5.475411031979797,6.57075194532217e-11
discovery_combined_r5_0,discovery,combined,5.0,0.5,target_share_all,30,0.0124255,0.0009059785891636667,0.010572565734304904,0.014278434265695097,2.5040056942048308,3.304931725074548e-14,0.0022896666666666664,0.014715166666666668,542.6772455961568,7.270849795164006e-13
discovery_combined_r5_0,discovery,combined,5.0,0.5,target_share_final100,30,0.015517999999999999,0.0011047306219737173,0.013258572185367655,0.017777427814632343,2.564594625544646,1.8037771585525546e-14,0.0009819999999999998,0.0165,1580.2443991853363,5.050576043947153e-13
discovery_combined_r5_0,discovery,combined,5.0,0.5,fake_repost_share_decisions,30,0.006191570564317117,0.00048489489777453503,0.005199849146069731,0.0071832919825645025,2.331270054621428,1.9748163886034206e-13,0.14895750628695745,0.15514907685127455,4.156601918663593,4.3445960549275254e-12
discovery_combined_r5_0,discovery,combined,5.0,0.5,target_share_decisions,30,0.012427971570103374,0.0009061624550838722,0.010574661256378095,0.014281281883828652,2.5039955896018915,3.305268494056705e-14,0.002290128272903257,0.014718099843006626,542.6757844593614,7.271590686924751e-13
discovery_combined_r5_0,discovery,combined,5.0,0.5,participation_rate,30,0.0,0.0,0.0,0.0,,,0.9998016666666667,0.9998016666666667,0.0,
discovery_combined_r5_0,discovery,combined,5.0,0.5,cumulative_fake_reposts,30,1238.0666666666666,96.95891929395324,1039.763410857521,1436.3699224758122,2.331286438856629,1.9744727648191186e-13,29785.6,31023.666666666668,4.156594685575133,4.343840082602061e-12
discovery_combined_r5_0,discovery,combined,5.0,0.5,target_unique_reposters_p400,30,8.966666666666667,0.9749545622578689,6.972660696204359,10.960672637128974,1.67913657691875,4.2554303928892195e-10,18.766666666666666,27.733333333333334,47.7797513321492,2.170269500373502e-08
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,fake_repost_share_all,30,0.0003524999999999963,0.00011575656928802482,0.00011575123322053987,0.0005892487667794528,0.5559719064126947,0.004911292291530695,0.14712783333333332,0.14748033333333332,0.2395875695398648,0.034379046040714865
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,fake_repost_share_final100,30,0.0003333333333333318,0.00012818927576617255,7.115682673283232e-05,0.0005955098399338313,0.4747515857412919,0.014503490011469937,0.141412,0.14174533333333333,0.23571785515609125,0.11721366141408371
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,target_share_all,30,0.0007548333333333333,0.00018143877142931105,0.00038374937977396614,0.0011259172868927003,0.7595569579139625,0.0002584825331618518,0.000438,0.0011928333333333335,172.33637747336374,0.0018093777321329624
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,target_share_final100,30,0.000784,0.00020203197652903827,0.00037079821294415237,0.0011972017870558475,0.7084926067340137,0.0005527664391147361,0.00022066666666666667,0.0010046666666666665,355.2870090634441,0.006080430830262097
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,fake_repost_share_decisions,30,0.0003525817241776317,0.00011578442672050862,0.00011577598255150566,0.0005893874658037577,0.555967007440812,0.004911622991720779,0.14715849301952003,0.14751107474369765,0.23959318755110043,0.034381360942045455
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,target_share_decisions,30,0.0007549991328729126,0.00018148061844396615,0.00038382959255873805,0.0011261686731870871,0.7595486128068559,0.0002585148458780595,0.0004380947125481595,0.0011930938454210722,172.33696532913893,0.0018096039211464164
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,participation_rate,30,0.0,0.0,0.0,0.0,,,0.9997921666666667,0.9997921666666667,0.0,
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,cumulative_fake_reposts,30,70.5,23.151313857605,23.15024664410864,117.84975335589135,0.5559719064126997,0.0049112922915303635,29425.566666666666,29496.066666666666,0.23958756953986726,0.03437904604071254
discovery_credibility_r1_0,discovery,credibility,1.0,0.5,target_unique_reposters_p400,30,1.5,0.4227713710552171,0.6353354600727861,2.364664539927214,0.6477763100870298,0.0013433604917373213,3.6,5.1,41.666666666666664,0.05104769868601821
discovery_informational_r1_0,discovery,informational,1.0,0.5,fake_repost_share_all,30,0.0005688333333333286,0.00015337687100533328,0.0002551424103356571,0.0008825242563310002,0.6771182775371776,0.0008768028716778113,0.14712783333333332,0.14769666666666664,0.3866252363307614,0.008768028716778113
discovery_informational_r1_0,discovery,informational,1.0,0.5,fake_repost_share_final100,30,0.0005459999999999969,0.0001945679563935755,0.0001480638481746731,0.0009439361518253207,0.5123428714247996,0.00886350374547594,0.141412,0.14195799999999997,0.3861058467456771,0.09206061384117006
discovery_informational_r1_0,discovery,informational,1.0,0.5,target_share_all,30,0.0011144999999999998,0.00027380800702799706,0.0005544997477730608,0.0016745002522269388,0.7431445570996882,0.00033037037495265754,0.000438,0.0015525000000000003,254.4520547945205,0.0019822222497159455
discovery_informational_r1_0,discovery,informational,1.0,0.5,target_share_final100,30,0.0011513333333333334,0.0003245604395597269,0.00048753270168216045,0.0018151339649845064,0.6476567083876261,0.001345684522811566,0.00022066666666666667,0.0013719999999999997,521.7522658610272,0.01345684522811566
discovery_informational_r1_0,discovery,informational,1.0,0.5,fake_repost_share_decisions,30,0.0005689643698944831,0.0001534133335860998,0.0002551988725457993,0.000882729867243167,0.6771132871859618,0.0008768668628282499,0.14715849301952003,0.14772745738941448,0.38663372953881237,0.0087686686282825
discovery_informational_r1_0,discovery,informational,1.0,0.5,target_share_decisions,30,0.0011147528885847547,0.00027387296387671356,0.0005546197846853612,0.0016748859924841483,0.7431368841951719,0.00033040820390982584,0.0004380947125481595,0.001552847601132915,254.45476894729939,0.001982449223458955
discovery_informational_r1_0,discovery,informational,1.0,0.5,participation_rate,30,0.0,0.0,0.0,0.0,,,0.9997921666666667,0.9997921666666667,0.0,
discovery_informational_r1_0,discovery,informational,1.0,0.5,cumulative_fake_reposts,30,113.76666666666667,30.67537420106687,51.028482067131925,176.5048512662014,0.6771182775371785,0.0008768028716778028,29425.566666666666,29539.333333333332,0.38662523633076457,0.008768028716778028
discovery_informational_r1_0,discovery,informational,1.0,0.5,target_unique_reposters_p400,30,1.7666666666666666,0.5396536422927642,0.6629510409646266,2.8703822923687063,0.597693970781382,0.0027469318879599527,3.6,5.366666666666666,49.07407407407407,0.10163647985451825
