study,research_question,experiment,condition,seed,strategy,from,to,start_period,end_period,target_reach,memory,memory_half_life,wom,contacts,friends,status
news-source-strategies,RQ2,E2-timing-duration,informational_p1_d100,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,100.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_d100,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,100.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_d100,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,100.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_d100,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,100.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_d100,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,100.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_d100,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,100.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_d100,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,100.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1019,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1020,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1021,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1022,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1023,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1019,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1020,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1021,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1022,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1023,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1019,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1020,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1021,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1022,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1023,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE
