study,research_question,experiment,condition,seed,strategy,from,to,start_period,end_period,target_reach,memory,memory_half_life,wom,contacts,friends,status
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1004,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1005,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1006,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1007,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1008,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1009,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1010,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1011,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1012,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1013,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1014,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1015,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1016,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1017,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1018,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1019,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1020,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1021,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1022,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1023,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1024,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1025,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1026,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1027,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1028,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1029,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,control_reach0_0_wom1,1030,NONE,,,,,0.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1001,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1002,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1003,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1004,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1005,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1006,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1007,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1008,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1009,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1010,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1011,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1012,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1013,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1014,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1015,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1016,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1017,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1018,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1020,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1021,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1022,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1023,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1024,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1025,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1026,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1027,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1028,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1029,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1030,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1001,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1002,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1003,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1004,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1005,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1006,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1007,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1008,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1009,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1010,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1011,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1012,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1013,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1014,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1015,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1016,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1017,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1018,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1020,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1021,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1022,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1023,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1024,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1025,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1026,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1027,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1028,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1029,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1030,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1001,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1002,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1003,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1004,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1005,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1006,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1007,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1008,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1009,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1010,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1011,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1012,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1013,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1014,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1015,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1016,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1017,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1018,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1020,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1021,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1022,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1023,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1024,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1025,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1026,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1027,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1028,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE
