research_question,condition,strategy,start_period,end_period,target_reach,wom,contacts,memory,memory_half_life,n,fake_repost_share_all_mean,fake_repost_share_all_sd,fake_repost_share_final100_mean,fake_repost_share_final100_sd,target_share_all_mean,target_share_all_sd,target_share_final100_mean,target_share_final100_sd,cumulative_fake_reposts_mean,cumulative_fake_reposts_sd,target_unique_reposters_p400_mean,target_unique_reposters_p400_sd,fake_repost_share_during_mean,fake_repost_share_during_sd,fake_repost_share_post100_mean,fake_repost_share_post100_sd
RQ4,control_c5_half0_33,NONE,,,,1.0,5.0,-1.0,0.33,15,0.119191,0.023542540690054188,0.090636,0.03346986380099481,0.015070333333333335,0.006166178912499407,0.008050666666666668,0.003908663393515682,23838.2,4708.508138010838,467.26666666666665,28.579379845982526,0.119191,0.023542540690054188,,
RQ4,credibility_c5_half0_33,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,0.33,15,0.11942699999999999,0.02386303318644013,0.09070533333333333,0.033783635486233074,0.015920333333333335,0.006727994146704889,0.008454666666666666,0.004313225287525842,23885.4,4772.606637288026,470.6666666666667,27.99149530703584,0.11942699999999999,0.02386303318644013,,
RQ4,control_c5_half1,NONE,,,,1.0,5.0,-1.0,1.0,15,0.10656366666666667,0.017143447568205454,0.08133733333333334,0.03067895590202012,0.004145333333333333,0.0012329993434517233,0.0,0.0,21312.733333333334,3428.689513641091,236.4,46.53385864077897,0.10656366666666667,0.017143447568205454,,
RQ4,credibility_c5_half1,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,1.0,15,0.107107,0.01701008774227811,0.08134400000000003,0.03068796711602588,0.005411,0.0016966997377261541,4e-06,1.5491933384829667e-05,21421.4,3402.0175484556216,246.46666666666667,40.95270210283821,0.107107,0.01701008774227811,,
RQ4,control_c5_half5,NONE,,,,1.0,5.0,-1.0,5.0,15,0.11992866666666666,0.01580693151150861,0.08285866666666666,0.030116123319735625,0.003511666666666667,0.00042441416205445,0.0001813333333333333,0.000155557369603935,23985.733333333334,3161.3863023017216,226.86666666666667,10.662796917096289,0.11992866666666666,0.01580693151150861,,
RQ4,credibility_c5_half5,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,5.0,15,0.12096833333333334,0.016059715758321984,0.08297333333333334,0.030192661990875173,0.005435666666666668,0.0007915104607797739,0.000256,0.00024262846376419116,24193.666666666668,3211.9431516643954,230.66666666666666,12.15769401693939,0.12096833333333334,0.016059715758321984,,
RQ4,control_c10_window25,NONE,,,,1.0,10.0,25.0,-1.0,15,0.12434366666666667,0.015997067863771017,0.101408,0.03626817479357271,0.004427,0.0003616618388968978,0.0,0.0,24868.733333333334,3199.413572754202,266.8666666666667,9.627836625911248,0.12434366666666667,0.015997067863771017,,
RQ4,credibility_c10_window25,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,25.0,-1.0,15,0.12561566666666665,0.016006392792821723,0.10138133333333332,0.036306908800759485,0.007168333333333333,0.0007117299514629996,5.333333333333334e-06,2.0655911179772894e-05,25123.133333333335,3201.2785585643446,266.0,9.242757782641036,0.12561566666666665,0.016006392792821723,,
RQ4,control_c10_half0_33,NONE,,,,1.0,10.0,-1.0,0.33,15,0.10930166666666664,0.02158836671406507,0.11157866666666667,0.048151699253010605,0.014849333333333334,0.00479279103992454,0.012554666666666667,0.011907523352106113,21860.333333333332,4317.673342813013,466.3333333333333,29.637492342992726,0.10930166666666664,0.02158836671406507,,
RQ4,credibility_c10_half0_33,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,0.33,15,0.10949966666666668,0.022441416308967243,0.11211066666666666,0.04945143584029352,0.01588166666666667,0.005832264527935056,0.013890666666666667,0.014011478695630068,21899.933333333334,4488.283261793448,471.26666666666665,26.25552096135936,0.10949966666666668,0.022441416308967243,,
RQ4,control_c10_half1,NONE,,,,1.0,10.0,-1.0,1.0,15,0.09684833333333334,0.018059966348911327,0.09666666666666669,0.037352886036263584,0.0037646666666666666,0.0005547343851747771,0.0,0.0,19369.666666666668,3611.9932697822646,217.73333333333332,19.876284025608676,0.09684833333333334,0.018059966348911327,,
RQ4,credibility_c10_half1,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,1.0,15,0.09718733333333332,0.018063791018287964,0.09666666666666669,0.037352886036263584,0.004726999999999999,0.0007524526563179906,0.0,0.0,19437.466666666667,3612.7582036575927,223.0,24.29579622662559,0.09718733333333332,0.018063791018287964,,
RQ4,control_c10_half5,NONE,,,,1.0,10.0,-1.0,5.0,15,0.110742,0.01705639614003246,0.09765466666666667,0.03711946541076464,0.0032696666666666664,0.00029562564809150753,0.00014,0.00013543580450847237,22148.4,3411.2792280064923,219.53333333333333,9.440540743188894,0.110742,0.01705639614003246,,
RQ4,credibility_c10_half5,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,5.0,15,0.11146766666666667,0.01694266885987087,0.09760266666666667,0.037154594306696966,0.005083000000000001,0.0004422943428468035,0.00017199999999999998,0.00015996428172742637,22293.533333333333,3388.5337719741738,219.33333333333334,9.476788686550092,0.11146766666666667,0.01694266885987087,,
