research_question,condition,metric,strategy,start_period,end_period,target_reach,wom,contacts,memory,memory_half_life,n_pairs,effect,se,ci95_low,ci95_high,cohens_dz,p_value,p_holm
RQ4,credibility_c5_half0_33,target_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,0.33,15,0.000404,0.00014906949481941056,8.427773193669621e-05,0.0007237222680633038,0.6997565235209372,0.016917090914123616,0.20300509096948338
RQ4,credibility_c5_half0_33,cumulative_fake_reposts,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,0.33,15,47.2,60.57849689216699,-82.72795370838982,177.12795370838984,0.20117679079689785,0.44885966159190305,0.8977193231838061
RQ4,credibility_c5_half0_33,target_unique_reposters_p400,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,0.33,15,3.4,0.8496497877977501,1.5776824457391985,5.222317554260801,1.0332212609806672,0.0013118012605310213,0.013118012605310213
RQ4,credibility_c5_half1,fake_repost_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,1.0,15,0.0005433333333333336,0.00013487530984709258,0.00025405456424450033,0.0008326121024221668,1.0401315377020062,0.0012447692950519548,0.007468615770311729
RQ4,credibility_c5_half1,fake_repost_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,1.0,15,6.666666666666857e-06,6.666666666666857e-06,-7.631911252785576e-06,2.0965244586119292e-05,0.2581988897471611,0.3342819433946576,1.0
RQ4,credibility_c5_half1,target_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,1.0,15,0.001265666666666667,0.00016548620045092144,0.0009107340669054333,0.0016205992664279005,1.9747491164391167,2.302425240986046e-06,9.209700963944185e-06
RQ4,credibility_c5_half1,target_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,1.0,15,4e-06,4e-06,-4.579146751671215e-06,1.2579146751671215e-05,0.2581988897471611,0.3342819433946576,1.0
RQ4,credibility_c5_half1,cumulative_fake_reposts,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,1.0,15,108.66666666666667,26.975061969418498,50.81091284890006,166.52242048443327,1.0401315377020064,0.0012447692950519548,0.007468615770311729
RQ4,credibility_c5_half1,target_unique_reposters_p400,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,1.0,15,10.066666666666666,2.6321576640190014,4.421249948377889,15.712083384955445,0.9874796606292217,0.0018587441491023553,0.016728697341921197
RQ4,credibility_c5_half5,fake_repost_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,5.0,15,0.0010396666666666712,0.0001771234884444478,0.0006597745665334566,0.0014195587667998858,1.5155572047388786,4.076664605375051e-05,0.0003261331684300041
RQ4,credibility_c5_half5,fake_repost_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,5.0,15,0.00011466666666666801,6.956919588347315e-05,-3.454441855335129e-05,0.00026387775188668733,0.42557349770050856,0.12155467524924476,1.0
RQ4,credibility_c5_half5,target_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,5.0,15,0.001924,0.00012030833403424406,0.0016659642867177847,0.002182035713282215,4.129179145080158,2.174557585249823e-10,1.5221903096748763e-09
RQ4,credibility_c5_half5,target_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,5.0,15,7.466666666666666e-05,3.7465751556355305e-05,-5.68937852423994e-06,0.00015502271185757326,0.5145726332342699,0.06613422540976206,0.5952080286878586
RQ4,credibility_c5_half5,cumulative_fake_reposts,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,5.0,15,207.93333333333334,35.4246976888894,131.95491330669074,283.91175335997593,1.5155572047388788,4.0766646053750417e-05,0.00032613316843000333
RQ4,credibility_c5_half5,target_unique_reposters_p400,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,5.0,-1.0,5.0,15,3.8,1.0832051206181281,1.4767560770138397,6.12324392298616,0.9057894597833126,0.003478707652273748,0.027242421120791973
RQ4,credibility_c10_window25,fake_repost_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,25.0,-1.0,15,0.0012719999999999973,0.00010130200016828658,0.001054728818579609,0.0014892711814203856,3.2420780163549585,5.21583702818867e-09,6.259004433826404e-08
RQ4,credibility_c10_window25,fake_repost_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,25.0,-1.0,15,-2.666666666666743e-05,0.00011541505499992221,-0.00027420734021580176,0.00022087400688246693,-0.05965689421190156,0.8206183640247904,1.0
RQ4,credibility_c10_window25,target_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,25.0,-1.0,15,0.0027413333333333326,0.000123190200084363,0.00247711663211046,0.003005550034556205,5.745661770244951,2.5185896354635644e-12,2.7704485990099207e-11
RQ4,credibility_c10_window25,target_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,25.0,-1.0,15,5.333333333333334e-06,5.3333333333333345e-06,-6.10552900222829e-06,1.6772195668894957e-05,0.2581988897471611,0.3342819433946576,1.0
RQ4,credibility_c10_window25,cumulative_fake_reposts,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,25.0,-1.0,15,254.4,20.260400033657024,210.945763715923,297.85423628407705,3.2420780163550122,5.21583702818756e-09,6.259004433825073e-08
RQ4,credibility_c10_window25,target_unique_reposters_p400,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,25.0,-1.0,15,-0.8666666666666667,0.33617833513757694,-1.5876974846361118,-0.14563584869722157,-0.6656359072711516,0.021894463147115805,0.10947231573557903
RQ4,credibility_c10_half0_33,fake_repost_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,0.33,15,0.00019800000000000189,0.002183771573611646,-0.004485724200535572,0.004881724200535576,0.023410589636620106,0.9290402169803811,0.9290402169803811
RQ4,credibility_c10_half0_33,fake_repost_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,0.33,15,0.0005319999999999963,0.0005300451014053499,-0.0006048336774902406,0.0016688336774902334,0.25915117219514094,0.3325621467046913,1.0
RQ4,credibility_c10_half0_33,target_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,0.33,15,0.0010323333333333339,0.0006753573774688385,-0.0004161641794489105,0.0024808308461155785,0.39467595884513973,0.14864552460931013,0.14864552460931013
RQ4,credibility_c10_half0_33,target_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,0.33,15,0.001336,0.0006396969520610447,-3.601350708212227e-05,0.0027080135070821224,0.5392455217909012,0.05550168676475653,0.5550168676475653
RQ4,credibility_c10_half0_33,cumulative_fake_reposts,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,0.33,15,39.6,436.7543147223293,-897.1448401071148,976.3448401071148,0.023410589636619884,0.9290402169803818,0.9290402169803818
RQ4,credibility_c10_half0_33,target_unique_reposters_p400,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,0.33,15,4.933333333333334,1.6916226829843886,1.3051635218886175,8.56150314477805,0.7529936801108049,0.011272217016528498,0.06763330209917098
RQ4,credibility_c10_half1,fake_repost_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,1.0,15,0.0003390000000000018,9.143850392476894e-05,0.0001428839140190375,0.000535116085980966,0.9572490785315445,0.002342701879911822,0.011713509399559112
RQ4,credibility_c10_half1,fake_repost_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,1.0,15,0.0,0.0,0.0,0.0,,,
RQ4,credibility_c10_half1,target_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,1.0,15,0.000962333333333333,6.647746962884468e-05,0.0008197533414269269,0.0011049133252397391,3.73770842393102,8.13864270662033e-10,4.883185623972198e-09
RQ4,credibility_c10_half1,target_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,1.0,15,0.0,0.0,0.0,0.0,,,
RQ4,credibility_c10_half1,cumulative_fake_reposts,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,1.0,15,67.8,18.287700784953802,28.576782803807106,107.02321719619289,0.9572490785315386,0.002342701879911925,0.011713509399559625
RQ4,credibility_c10_half1,target_unique_reposters_p400,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,1.0,15,5.266666666666667,2.172263832670921,0.6076241157087674,9.925709217624565,0.6260047539113635,0.029451995344967678,0.11780798137987071
RQ4,credibility_c10_half5,fake_repost_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,5.0,15,0.000725666666666669,0.0001019335295398155,0.0005070409894571965,0.0009442923438761414,1.838122632520749,5.180184284750024e-06,4.662165856275022e-05
RQ4,credibility_c10_half5,fake_repost_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,5.0,15,-5.199999999999927e-05,5.6325584138749775e-05,-0.000172806363049984,6.880636304998545e-05,-0.23837022681874678,0.3715390417221221,1.0
RQ4,credibility_c10_half5,target_share_all,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,5.0,15,0.0018133333333333332,8.54423596666011e-05,0.001630077697736122,0.0019965889689305444,5.479725223356656,4.803013667583841e-12,4.8030136675838415e-11
RQ4,credibility_c10_half5,target_share_final100,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,5.0,15,3.2e-05,2.7101221198982725e-05,-2.6126338453893933e-05,9.012633845389392e-05,0.30487055956796855,0.2573707592199188,1.0
RQ4,credibility_c10_half5,cumulative_fake_reposts,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,5.0,15,145.13333333333333,20.386705907963105,101.40819789143882,188.85846877522783,1.8381226325207425,5.18018428475022e-06,4.662165856275198e-05
RQ4,credibility_c10_half5,target_unique_reposters_p400,CREDIBILITY_CAMOUFLAGE,1.0,-1.0,,1.0,10.0,-1.0,5.0,15,-0.2,0.8847921466972585,-2.097690417810497,1.6976904178104968,-0.058363739034294745,0.8244356730279195,0.8244356730279195
