study,research_question,experiment,condition,seed,strategy,from,to,start_period,end_period,target_reach,memory,memory_half_life,wom,contacts,friends,status,target_share_decisions_final100,total_decisions,target_unique_reposters_p25,target_unique_reposters_p50,target_unique_reposters_p100,target_unique_reposters_p200,target_first_repost_period,selections_traditional_media_all,selections_unknown_media_all,selections_fake_news_source_all,selections_mixed_source_all,target_time_to_25pct_final,target_time_to_50pct_final,target_time_to_75pct_final
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01048,200000,158,187,265,351,1.0,192197,3157,1977,2669,5,58,179
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00648,200000,310,333,368,424,1.0,188309,3755,2393,5543,9,16,83
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00232,200000,402,417,435,460,1.0,190688,3867,2434,3011,4,7,13
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00614,200000,361,395,407,438,1.0,189807,4351,2587,3255,4,7,20
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.02544,200000,294,362,387,408,1.0,187916,4725,3327,4032,4,8,49
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0165,200000,168,199,218,288,1.0,191917,3374,2137,2572,5,129,239
news-source-strategies,RQ2,E2-timing-duration,informational_p1_permanent,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00652,200000,286,298,305,393,1.0,191315,4061,2135,2489,4,14,136
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01126,200000,252,252,329,389,1.0,191104,3566,2234,3096,3,11,127
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00262,200000,264,275,311,341,1.0,192652,3126,1696,2526,3,8,152
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00964,200000,202,252,334,384,1.0,190282,4532,2246,2940,7,38,131
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00538,200000,267,278,396,461,1.0,187127,5301,3126,4446,3,13,89
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01264,200000,344,371,409,421,1.0,186887,5591,3060,4462,3,9,35
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0085,200000,351,385,426,445,1.0,186831,4035,2695,6439,8,13,34
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0059,200000,377,462,489,495,1.0,168143,19712,5007,7138,4,10,25
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01206,200000,360,397,411,455,1.0,186716,5574,3179,4531,3,8,33
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01194,200000,280,310,469,484,1.0,150682,37155,5321,6842,3,17,70
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00402,200000,320,353,451,498,1.0,115752,71433,5375,7440,4,9,67
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00282,200000,235,252,340,368,1.0,192380,3001,1840,2779,3,11,78
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01344,200000,249,279,334,398,1.0,186795,4324,2610,6271,9,17,142
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00708,200000,163,205,278,357,1.0,192856,3139,1674,2331,4,74,128
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00284,200000,275,306,326,392,1.0,189666,4425,2340,3569,3,13,148
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01062,200000,163,171,284,465,1.0,187508,5670,2964,3858,11,74,123
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0083,200000,316,319,343,372,1.0,189814,3584,2357,4245,5,9,93
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00958,200000,339,359,384,414,1.0,189810,4121,2481,3588,4,8,30
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00554,200000,304,306,334,429,1.0,189679,4673,2381,3267,4,8,105
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1019,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00332,200000,226,234,279,363,1.0,191722,3742,1818,2718,4,18,143
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1020,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00804,200000,303,314,348,368,1.0,188562,4045,2147,5246,7,11,68
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1021,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0159,200000,307,316,337,389,1.0,187175,6084,2442,4299,6,15,122
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1022,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01196,200000,201,208,275,358,1.0,191144,3835,2215,2806,5,60,171
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1023,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01056,200000,211,249,280,377,1.0,189701,4101,2514,3684,3,43,152
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00968,200000,157,184,247,334,1.0,191913,3400,1857,2830,5,59,180
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00588,200000,330,348,379,424,1.0,187477,4174,2275,6074,9,16,42
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00222,200000,388,413,431,454,1.0,190210,4138,2386,3266,3,7,13
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0066,200000,344,384,401,430,1.0,189343,4575,2537,3545,4,8,36
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0237,200000,289,351,377,400,1.0,187176,5247,3175,4402,4,8,54
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01412,200000,160,187,208,277,1.0,192024,3400,1912,2664,4,135,238
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d25,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0065,200000,272,279,287,377,1.0,191209,4267,1995,2529,4,13,171
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01126,200000,252,252,329,390,1.0,191165,3518,2266,3051,3,11,127
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00262,200000,264,275,311,341,1.0,192738,3085,1688,2489,3,8,152
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00964,200000,202,252,334,383,1.0,190363,4498,2236,2903,7,38,131
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0054,200000,267,278,396,466,1.0,187253,5225,3119,4403,3,13,89
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01264,200000,344,371,409,422,1.0,186881,5590,3070,4459,3,9,35
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0085,200000,351,385,426,448,1.0,186841,4012,2727,6420,8,13,34
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0059,200000,377,462,489,495,1.0,168145,19715,5052,7088,4,10,25
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01206,200000,360,397,411,459,1.0,186713,5548,3224,4515,3,8,33
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01194,200000,280,310,469,485,1.0,150992,37017,5298,6693,3,17,70
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00402,200000,320,353,451,496,1.0,117152,70125,5471,7252,4,9,67
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00282,200000,235,252,340,368,1.0,192441,2966,1835,2758,3,11,78
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01344,200000,249,279,334,403,1.0,186722,4333,2660,6285,9,17,146
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0071,200000,163,205,278,356,1.0,193172,2973,1631,2224,4,74,128
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00282,200000,275,306,326,395,1.0,189901,4299,2335,3465,3,13,148
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01062,200000,163,171,284,468,1.0,187307,5685,3129,3879,11,75,123
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0083,200000,316,319,343,368,1.0,189891,3552,2346,4211,5,9,93
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00958,200000,339,359,384,414,1.0,189883,4087,2476,3554,4,8,30
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00554,200000,304,306,334,430,1.0,189798,4581,2454,3167,4,8,105
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1019,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00338,200000,226,234,279,363,1.0,191840,3707,1805,2648,4,18,178
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1020,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00804,200000,303,314,348,368,1.0,188603,4028,2132,5237,7,11,68
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1021,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0159,200000,307,316,337,391,1.0,187192,6071,2469,4268,6,15,122
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1022,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01202,200000,201,208,275,359,1.0,191281,3789,2202,2728,5,60,171
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1023,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01056,200000,211,249,280,383,1.0,189810,4020,2553,3617,3,43,152
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1024,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00968,200000,157,184,247,339,1.0,191922,3369,1879,2830,6,59,180
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1025,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00588,200000,330,348,379,431,1.0,187471,4138,2339,6052,9,16,46
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1026,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0022,200000,388,413,431,456,1.0,190261,4101,2421,3217,3,7,13
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1027,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0066,200000,344,384,401,429,1.0,189463,4536,2516,3485,4,8,36
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1028,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0237,200000,289,351,377,401,1.0,187238,5222,3171,4369,4,8,54
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1029,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01412,200000,160,187,208,281,1.0,192068,3364,1921,2647,4,135,238
news-source-strategies,RQ2,E2-timing-duration,informational_p101_d100,1030,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00658,200000,272,279,287,381,1.0,191111,4286,2069,2534,4,14,171
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1001,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01186,200000,252,252,329,390,1.0,191382,3356,2313,2949,3,11,127
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1002,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0026,200000,264,275,311,341,1.0,192732,3011,1748,2509,3,8,158
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1003,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0121,200000,202,252,334,383,1.0,190207,4529,2367,2897,7,39,134
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1004,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00546,200000,267,278,396,466,1.0,187463,5104,3146,4287,3,14,89
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1005,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01416,200000,344,371,409,422,1.0,186741,5547,3271,4441,3,9,38
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1006,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00856,200000,351,385,426,448,1.0,186991,3919,2724,6366,8,13,34
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1007,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00632,200000,377,462,489,495,1.0,168214,19625,5175,6986,4,10,25
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1008,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01366,200000,360,397,411,459,1.0,186822,5407,3302,4469,3,8,33
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1009,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01182,200000,280,310,469,485,1.0,151250,36853,5414,6483,3,17,70
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1010,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00434,200000,320,353,451,496,1.0,117094,70127,5574,7205,4,9,67
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1011,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00276,200000,235,252,340,368,1.0,192507,2933,1851,2709,3,11,78
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1012,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01364,200000,249,279,334,403,1.0,186879,4231,2698,6192,9,17,146
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1013,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00802,200000,163,205,278,356,1.0,193183,2934,1705,2178,4,74,128
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1014,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0029,200000,275,306,326,395,1.0,189938,4216,2405,3441,3,13,148
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1015,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.01168,200000,163,171,284,468,1.0,187255,5703,3197,3845,11,74,123
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1016,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00934,200000,316,319,343,368,1.0,189780,3504,2503,4213,5,9,94
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1017,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0096,200000,339,359,384,414,1.0,190068,3921,2518,3493,4,8,30
news-source-strategies,RQ2,E2-timing-duration,informational_p101_permanent,1018,INFORMATIONAL_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00548,200000,304,306,334,430,1.0,189977,4497,2444,3082,4,8,105
