study,research_question,experiment,condition,seed,strategy,from,to,start_period,end_period,target_reach,memory,memory_half_life,wom,contacts,friends,status,target_share_decisions_final100,total_decisions,target_unique_reposters_p25,target_unique_reposters_p50,target_unique_reposters_p100,target_unique_reposters_p200,target_first_repost_period,selections_traditional_media_all,selections_unknown_media_all,selections_fake_news_source_all,selections_mixed_source_all,target_time_to_25pct_final,target_time_to_50pct_final,target_time_to_75pct_final
news-source-strategies,RQ3,E3-reach-mitigation,control_reach14_7_wom1,1024,NONE,,,,,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00198,199970,65,70,78,94,1.0,191222,5550,600,2598,6,14,102
news-source-strategies,RQ3,E3-reach-mitigation,control_reach14_7_wom1,1025,NONE,,,,,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0036,199962,14,14,24,32,1.0,195974,2137,329,1522,73,229,383
news-source-strategies,RQ3,E3-reach-mitigation,control_reach14_7_wom1,1026,NONE,,,,,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00162,199962,36,51,59,61,1.0,191997,4755,495,2715,2,34,266
news-source-strategies,RQ3,E3-reach-mitigation,control_reach14_7_wom1,1027,NONE,,,,,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00076,199964,39,53,62,76,1.0,196511,1914,384,1155,2,42,104
news-source-strategies,RQ3,E3-reach-mitigation,control_reach14_7_wom1,1028,NONE,,,,,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00068,199968,23,27,29,38,1.0,196433,2030,204,1301,1,34,180
news-source-strategies,RQ3,E3-reach-mitigation,control_reach14_7_wom1,1029,NONE,,,,,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00096,199969,50,52,55,64,1.0,196463,1945,262,1299,2,4,123
news-source-strategies,RQ3,E3-reach-mitigation,control_reach14_7_wom1,1030,NONE,,,,,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00108,199954,33,62,67,81,1.0,192128,4961,450,2415,3,31,132
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1001,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.007308533916849,182800,14,14,16,22,1.0,114252,55699,1801,11048,1,2,120
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1002,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0092763157894736,182400,18,18,18,20,1.0,122530,47311,1831,10728,1,1,13
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1003,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0084531590413943,183600,15,17,20,23,1.0,118543,53447,1665,9945,2,3,114
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1004,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0048387096774193,186000,12,13,15,18,1.0,116524,55306,1336,12834,1,77,262
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1005,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0117353579175704,184400,17,18,18,18,1.0,117048,52126,2203,13023,1,1,14
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1006,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0196344086021505,186000,24,27,29,34,1.0,118527,52077,3217,12179,1,3,43
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1007,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0149789029535864,189600,24,24,24,27,1.0,125136,49119,3036,12309,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1008,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.021038961038961,184800,25,27,28,32,1.0,119824,47869,3827,13280,1,1,41
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1009,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0075161987041036,185200,19,19,19,21,1.0,121186,49109,1655,13250,1,2,3
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1010,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0157649667405764,180400,18,20,21,23,1.0,114902,50648,3325,11525,1,2,57
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1011,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0117197452229299,188400,21,23,25,26,1.0,121452,50955,2534,13459,1,2,24
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1012,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0133047210300429,186400,16,17,18,21,1.0,119819,51025,2397,13159,1,2,200
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1013,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.008066528066528,192400,22,25,27,28,1.0,125598,49959,2313,14530,1,2,42
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1014,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0148927038626609,186400,23,24,26,31,1.0,123600,49073,2904,10823,1,2,110
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1015,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0156493506493506,184800,26,26,28,30,1.0,117663,49651,3242,14244,1,2,57
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1016,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0135589519650655,183200,24,25,25,28,1.0,124165,46248,2843,9944,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1017,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0134334763948497,186400,18,19,22,27,1.0,121321,50320,2785,11974,1,2,92
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1018,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0155849889624724,181200,21,21,25,27,1.0,107492,56680,2815,14213,1,2,79
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1019,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0012581344902386,184400,14,16,18,20,1.0,122112,50227,325,11736,1,2,52
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1020,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.004818763326226,187600,13,18,20,26,1.0,117750,55418,1034,13398,2,36,137
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1021,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0091447368421052,182400,23,26,28,31,1.0,122347,46088,1948,12017,1,2,43
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1022,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0117659574468085,188000,16,18,18,21,1.0,128036,46946,2493,10525,1,2,34
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1023,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0094816414686825,185200,19,19,19,20,1.0,120627,49289,1869,13415,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1024,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0131623931623931,187200,26,28,30,33,1.0,117212,54983,2639,12366,1,1,5
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1025,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0101731601731601,184800,12,14,18,21,1.0,119527,51757,2511,11005,1,39,103
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1026,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0155314533622559,184400,18,19,20,24,1.0,122591,46709,3210,11890,1,2,97
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1027,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0144805194805194,184800,24,25,25,31,1.0,118076,53037,2753,10934,1,2,191
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1028,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0011965811965811,187200,13,16,16,17,1.0,125807,48158,584,12651,1,2,40
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1029,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.007268817204301,186000,19,19,21,24,1.0,122696,51061,2038,10205,1,3,114
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom0,1030,NONE,,,,,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0126872246696035,181600,13,15,17,22,1.0,115209,53752,2278,10361,1,4,166
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1001,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00582,199957,43,51,55,58,1.0,183390,11610,625,4332,9,33,292
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1002,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00028,199956,36,38,45,52,1.0,193480,3794,282,2400,2,11,172
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1003,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0048,199959,23,23,27,35,1.0,190791,6019,398,2751,11,225,344
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1004,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00066,199965,30,32,52,75,1.0,195038,2853,331,1743,5,65,179
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1005,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00112,199961,30,31,33,36,1.0,194091,2980,219,2671,1,6,159
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1006,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0006,199965,22,24,33,43,1.0,196659,1707,197,1402,1,58,211
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1007,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00084,199974,19,19,22,48,1.0,194527,3299,284,1864,2,116,229
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1008,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0016,199962,42,44,50,53,1.0,192039,4615,379,2929,1,7,95
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1009,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00108,199963,30,40,41,46,1.0,196094,2115,209,1545,2,25,152
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1010,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00178,199951,21,26,29,54,1.0,195568,2241,429,1713,19,164,227
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1011,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0012,199971,27,28,31,38,1.0,196311,1861,246,1553,2,7,204
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1012,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00144,199966,21,21,23,68,1.0,191733,4675,516,3042,11,184,190
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1013,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00026,199981,30,31,35,41,1.0,195944,2293,213,1531,1,3,56
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1014,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00176,199966,24,28,36,62,1.0,195432,2533,323,1678,2,86,142
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1015,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00072,199962,33,35,41,45,1.0,196955,1613,183,1211,1,2,88
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1016,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00076,199958,34,34,36,55,1.0,195367,2457,293,1841,2,25,123
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1017,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00078,199966,21,26,39,52,1.0,193278,4021,344,2323,2,90,124
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1018,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0005,199953,23,27,34,48,1.0,195510,2313,266,1864,2,80,190
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1019,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00148,199961,24,37,43,50,1.0,193309,3675,377,2600,2,45,171
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1020,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00266,199969,29,34,40,44,1.0,192562,4440,306,2661,10,30,223
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1021,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00054,199956,38,39,44,57,1.0,193918,3625,321,2092,2,15,101
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1022,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0004,199970,22,22,28,58,1.0,195602,2692,198,1478,5,164,177
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1023,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00118,199963,22,22,45,89,1.0,191806,4926,544,2687,81,122,176
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1024,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00166,199968,25,27,54,67,1.0,192777,4767,399,2025,2,60,187
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1025,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0029,199962,9,9,18,22,1.0,196023,2171,240,1528,96,275,386
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1026,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0008,199961,18,19,36,48,1.0,195233,2603,255,1870,3,62,123
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1027,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00122,199962,47,52,53,54,1.0,196359,2276,207,1120,1,3,20
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1028,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00052,199968,14,17,17,21,1.0,196511,2004,130,1323,1,34,237
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1029,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00062,199965,28,30,32,46,1.0,193204,3643,289,2829,2,12,137
news-source-strategies,RQ3,E3-reach-mitigation,control_reach10_0_wom1,1030,NONE,,,,,10.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00074,199954,22,41,45,53,1.0,192198,5021,303,2432,4,32,75
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1001,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0031868131868131,182000,6,7,9,10,1.0,112613,54885,813,13689,1,2,100
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1002,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0044812362030905,181200,7,7,7,9,1.0,119741,49274,618,11567,1,2,152
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1003,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0005263157894736,182400,5,6,6,6,1.0,122853,51657,134,7756,1,47,297
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1004,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0,185200,8,8,8,8,1.0,121824,50103,414,12859,1,1,2
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1005,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0058951965065502,183200,6,7,8,8,1.0,115786,54804,980,11630,1,2,232
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1006,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0083947939262472,184400,13,14,14,14,1.0,117782,55665,1721,9232,1,2,9
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1007,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0087021276595744,188000,8,8,10,13,1.0,123066,51277,1569,12088,1,2,121
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1008,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0060964912280701,182400,9,9,13,15,1.0,120337,48582,1553,11928,1,2,115
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1009,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0075161987041036,185200,14,14,14,16,1.0,121327,49104,1525,13244,1,2,12
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1010,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0134888888888888,180000,13,15,15,16,1.0,117927,48244,2733,11096,1,1,30
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1011,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0025107296137339,186400,7,7,8,10,1.0,122765,47759,264,15612,1,2,138
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1012,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0111397849462365,186000,9,10,11,12,1.0,117468,56495,1814,10223,1,2,93
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1013,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0038830897703549,191600,6,7,8,9,1.0,120790,54069,794,15947,1,3,110
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1014,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0116559139784946,186000,15,16,16,20,1.0,122265,50459,2417,10859,1,1,104
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1015,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0087581699346405,183600,12,13,14,16,1.0,113710,55439,1714,12737,1,2,71
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1016,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0089035087719298,182400,10,10,12,15,1.0,120813,48152,1757,11678,1,1,93
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1017,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0045119305856832,184400,9,10,13,16,1.0,124992,46137,817,12454,1,24,84
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1018,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0036607142857142,179200,9,9,10,10,1.0,109156,57101,767,12176,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1019,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0012147505422993,184400,7,7,8,10,1.0,122007,50442,271,11680,1,2,103
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1020,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0028997867803837,187600,7,10,12,16,1.0,117399,55820,798,13583,2,44,143
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1021,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0045714285714285,182000,12,12,12,13,1.0,123870,45871,1043,11216,1,1,14
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1022,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0071581196581196,187200,7,7,7,8,1.0,126432,46963,1286,12519,1,1,106
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1023,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0023043478260869,184000,7,8,9,9,1.0,116475,54916,592,12017,1,2,90
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1024,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0080472103004291,186400,13,13,13,15,1.0,116704,56143,1643,11910,1,2,186
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1025,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.004391304347826,184000,8,8,8,9,1.0,119997,53859,891,9253,1,2,167
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1026,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0142173913043478,184000,9,10,10,11,1.0,118175,51615,2535,11675,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1027,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0008752735229759,182800,11,12,14,15,1.0,123736,50875,375,7814,1,2,34
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1028,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0011538461538461,187200,6,6,6,7,1.0,126419,48138,211,12432,1,1,2
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1029,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0063362068965517,185600,6,6,7,12,1.0,123847,50145,822,10786,1,164,209
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom0,1030,NONE,,,,,5.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.0094247787610619,180800,9,11,12,14,1.0,116174,50269,1660,12697,1,2,96
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1001,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00038,199955,9,9,12,21,1.0,195140,3271,83,1461,2,90,174
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1002,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,6e-05,199953,11,19,25,25,1.0,192899,4301,126,2627,3,31,77
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1003,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00036,199956,7,12,13,27,1.0,194407,3875,132,1542,3,110,126
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1004,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00046,199963,20,20,32,36,1.0,191323,5343,191,3106,3,21,86
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1005,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00156,199958,6,6,18,20,1.0,193626,3886,174,2272,65,98,331
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1006,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0011,199961,9,14,17,24,1.0,195911,2318,153,1579,26,127,318
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1007,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00052,199970,14,17,17,27,1.0,196248,2161,129,1432,2,112,197
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1008,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00042,199956,20,22,24,28,1.0,195297,2383,150,2126,1,4,29
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1009,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00068,199963,22,32,33,36,1.0,196121,2126,157,1559,4,25,29
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1010,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00026,199950,14,15,17,22,1.0,196990,1645,98,1217,1,2,137
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1011,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00026,199966,19,23,23,24,1.0,188325,8298,159,3184,2,6,10
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1012,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0001,199965,7,12,16,18,1.0,196001,2188,110,1666,2,34,156
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1013,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00068,199979,9,9,12,16,1.0,195870,2166,84,1859,2,99,224
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1014,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00162,199965,15,21,25,30,1.0,196350,2132,231,1252,2,71,205
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1015,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00052,199959,15,15,19,19,1.0,194861,2751,138,2209,1,2,91
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1016,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00026,199956,18,20,20,23,1.0,196742,1756,111,1347,1,3,30
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1017,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00104,199961,10,12,13,30,1.0,194708,2696,211,2346,33,135,246
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1018,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00026,199948,9,11,14,19,1.0,192948,4663,88,2249,1,29,113
news-source-strategies,RQ3,E3-reach-mitigation,control_reach5_0_wom1,1019,NONE,,,,,5.0,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.00068,199961,11,16,22,25,1.0,193393,3784,180,2604,6,48,117
