study,research_question,experiment,condition,seed,strategy,from,to,start_period,end_period,target_reach,memory,memory_half_life,wom,contacts,friends,status,fake_repost_share_all,fake_repost_share_final100,target_share_all,target_share_final100,fake_repost_share_decisions,target_share_decisions,participation_rate,fake_repost_share_decisions_final100,target_share_decisions_final100,total_decisions,cumulative_fake_reposts,target_fake_rate_all,target_unique_reposters_p400,target_unique_reposters_p25,target_unique_reposters_p50,target_unique_reposters_p100,target_unique_reposters_p200,target_first_repost_period,fake_repost_share_during,fake_repost_share_post100,selections_traditional_media_all,selections_unknown_media_all,selections_fake_news_source_all,selections_mixed_source_all,target_time_to_25pct_final,target_time_to_50pct_final,target_time_to_75pct_final
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1027,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1418549999999999,0.1336999999999999,0.022205,0.01886,0.1528609913793103,0.0239278017241379,0.928,0.1440732758620689,0.0203232758620689,185600,28371,0.635,40,30,30,34,38,1.0,0.1418549999999999,,118583,53491,4441,9085,1,1,12
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1028,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.13515,0.13582,0.013865,0.00644,0.1443910256410256,0.0148130341880341,0.936,0.1451068376068376,0.0068803418803418,187200,27030,0.6675,35,24,28,28,31,1.0,0.13515,,125448,47100,2773,11879,1,2,45
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1029,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.146405,0.12978,0.024215,0.0254,0.1560820895522388,0.0258155650319829,0.938,0.1383582089552238,0.0270788912579957,187600,29281,0.6675,46,27,28,31,36,1.0,0.146405,,114257,55873,4843,12627,1,2,146
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom0,1030,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.150825,0.16744,0.01579,0.01314,0.1661068281938326,0.0173898678414096,0.908,0.1844052863436123,0.0144713656387665,181600,30165,0.61,40,23,26,28,34,1.0,0.150825,,114022,53742,3158,10678,1,2,146
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1001,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0952399999999999,0.06358,0.0023599999999999,0.00056,0.0952600046009662,0.0023604957040978,0.99979,0.06358,0.00056,199958,19048,0.69,97,43,48,79,85,1.0,0.0952399999999999,,192268,5198,472,2020,3,53,77
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1002,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.107295,0.10448,0.00242,0.00134,0.1073159266056881,0.0024204719920384,0.999805,0.10448,0.00134,199961,21459,0.6525,95,35,38,47,91,1.0,0.107295,,194485,2866,484,2126,15,111,145
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1003,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.137045,0.1742199999999999,0.0041849999999999,0.0069,0.137070358016233,0.0041857743682581,0.999815,0.17422,0.0069,199963,27409,0.6725,151,36,45,101,112,1.0,0.137045,,191140,5142,837,2844,30,68,283
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1004,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.094275,0.05262,0.002315,0.0009,0.0942915010126772,0.0023154051959092,0.999825,0.05262,0.0009,199965,18855,0.66,106,40,43,67,101,1.0,0.094275,,194902,2852,463,1748,5,65,179
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1005,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.11311,0.11608,0.003805,0.0028,0.1131303634654237,0.0038056850233041,0.99982,0.11608,0.0028,199964,22622,0.7025,114,60,88,102,111,1.0,0.11311,,194026,2957,761,2220,12,24,46
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1006,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10531,0.10496,0.00327,0.00346,0.1053273790175379,0.0032705396390404,0.999835,0.10496,0.00346,199967,21062,0.6775,131,36,55,71,85,1.0,0.10531,,194767,2812,654,1734,4,62,279
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1007,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.099155,0.10446,0.00241,0.00198,0.0991678918259373,0.0024103133407342,0.99987,0.10446,0.00198,199974,19831,0.6675,101,29,29,32,65,1.0,0.099155,,194417,3244,482,1831,3,119,264
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1008,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10675,0.10436,0.00245,0.0028399999999999,0.1067692184593226,0.0024504410793942,0.99982,0.10436,0.00284,199964,21350,0.655,83,47,50,60,64,1.0,0.10675,,194354,2823,490,2297,1,3,179
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1009,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.094535,0.07426,0.00229,0.00222,0.0945515465206411,0.0022904008201435,0.999825,0.07426,0.00222,199965,18907,0.6975,84,32,35,37,67,1.0,0.094535,,192577,4850,458,2080,2,115,173
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1010,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.1235199999999999,0.14916,0.00398,0.00512,0.1235484161357112,0.0039809156105904,0.99977,0.14916,0.00512,199954,24704,0.675,128,56,64,73,82,1.0,0.1235199999999999,,192878,4045,796,2235,4,34,266
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1011,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0954899999999999,0.07296,0.00335,0.00134,0.0955024153139908,0.0033504355566223,0.99987,0.07296,0.00134,199974,19098,0.675,136,74,85,107,125,1.0,0.0954899999999999,,193142,3627,670,2535,3,12,75
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1012,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.096435,0.0852,0.003025,0.0012,0.096450432069131,0.0030254840774523,0.99984,0.0852,0.0012,199968,19287,0.68,118,37,60,88,97,1.0,0.096435,,193033,3588,605,2742,8,42,106
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1013,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.082345,0.07106,0.001445,0.00074,0.0823528235182342,0.0014451372880423,0.999905,0.07106,0.00074,199981,16469,0.6525,66,37,40,47,60,1.0,0.082345,,196063,2146,289,1483,1,5,131
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1014,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.099885,0.11832,0.00277,0.00242,0.0999009841574651,0.0027704432709233,0.99984,0.11832,0.00242,199968,19977,0.635,114,38,60,75,90,1.0,0.099885,,194562,3015,554,1837,2,44,181
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1015,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.113355,0.14864,0.00398,0.0085399999999999,0.1133742736265165,0.0039806767150415,0.99983,0.14864,0.00854,199966,22671,0.6275,157,37,50,58,65,1.0,0.113355,,192383,4136,796,2651,27,215,376
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1016,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08289,0.0527,0.0017649999999999,0.0006,0.0829065813162632,0.0017653530706141,0.9998,0.0527,0.0006,199960,16578,0.6275,82,40,50,59,77,1.0,0.08289,,196124,2115,353,1368,2,26,125
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1017,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.1077399999999999,0.16138,0.002375,0.00298,0.1077572411585853,0.0023753800608097,0.99984,0.16138,0.00298,199968,21548,0.6425,103,41,42,71,86,1.0,0.1077399999999999,,193925,3420,475,2148,12,86,118
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1018,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0804449999999999,0.0622599999999999,0.00186,0.0007199999999999,0.0804639090186193,0.0018604372027426,0.999765,0.06226,0.00072,199953,16089,0.68,93,29,36,46,67,1.0,0.0804449999999999,,195408,2349,372,1824,3,102,204
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.09726,0.0953799999999999,0.001805,0.00186,0.0972779964293394,0.0018053339867875,0.999815,0.09538,0.00186,199963,19452,0.66,85,34,37,42,47,1.0,0.09726,,195246,2331,361,2025,3,110,244
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1020,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.086515,0.11402,0.001905,0.00242,0.0865275464942416,0.0019052762650584,0.999855,0.11402,0.00242,199971,17303,0.6575,79,32,32,37,52,1.0,0.086515,,196316,1907,381,1367,2,125,255
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1021,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.108065,0.0925199999999999,0.00206,0.00086,0.1080876984166675,0.002060432690865,0.99979,0.09252,0.00086,199958,21613,0.6525,76,41,44,62,66,1.0,0.108065,,195399,2173,412,1974,2,8,87
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1022,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08773,0.09722,0.002415,0.00274,0.0877427226947907,0.0024153502257827,0.999855,0.09722,0.00274,199971,17546,0.675,122,27,27,34,94,1.0,0.08773,,195149,2813,483,1526,68,138,160
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1023,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.083235,0.06246,0.002005,0.0008399999999999,0.0832487360414468,0.0020053308795951,0.999835,0.06246,0.00084,199967,16647,0.68,93,46,73,79,88,1.0,0.083235,,194839,2766,401,1961,1,28,46
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1024,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10349,0.09366,0.003495,0.00244,0.1035055258288743,0.0034955243286492,0.99985,0.09366,0.00244,199970,20698,0.635,128,74,81,89,113,1.0,0.10349,,191192,5572,699,2507,7,18,108
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1025,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.09569,0.15796,0.002325,0.00598,0.0957081845550654,0.0023254418339484,0.99981,0.15796,0.00598,199962,19138,0.69,112,14,14,27,35,1.0,0.09569,,195873,2105,465,1519,111,345,383
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1026,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.105985,0.0859,0.00297,0.00196,0.1060051409767856,0.0029705644072373,0.99981,0.0859,0.00196,199962,21197,0.665,107,37,60,70,72,1.0,0.105985,,191895,4761,594,2712,5,43,267
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1027,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08984,0.0218,0.0022,0.00064,0.08985617411134,0.0022003960712928,0.99982,0.0218,0.00064,199964,17968,0.6775,99,40,55,67,80,1.0,0.08984,,196470,1887,440,1167,2,49,116
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1028,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.094415,0.1029,0.00109,0.0008,0.0944301088174107,0.0010901744279084,0.99984,0.1029,0.0008,199968,18883,0.665,53,24,28,30,39,1.0,0.094415,,196421,2033,218,1296,2,35,225
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1029,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.058595,0.10524,0.001405,0.00102,0.0586040836329631,0.0014052178087603,0.999845,0.10524,0.00102,199969,11719,0.6775,81,54,57,60,69,1.0,0.058595,,196489,1916,281,1283,2,5,123
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach14_7_wom1,1030,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,14.7,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10313,0.07252,0.00263,0.00122,0.103153725356832,0.002630605039159,0.99977,0.07252,0.00122,199954,20626,0.6575,107,36,71,80,97,1.0,0.10313,,192159,4919,526,2350,4,34,132
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1001,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1723849999999999,0.1554799999999999,0.0151899999999999,0.01216,0.1886050328227571,0.0166192560175054,0.914,0.1701094091903719,0.0133041575492341,182800,34477,0.7,24,14,14,16,22,1.0,0.1723849999999999,,113376,55347,3038,11039,1,2,120
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1002,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1386349999999999,0.14742,0.013365,0.013,0.1520120614035087,0.0146546052631578,0.912,0.1616447368421052,0.0142543859649122,182400,27727,0.6425,24,18,18,18,20,1.0,0.1386349999999999,,121863,47250,2673,10614,1,1,13
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1003,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1327249999999999,0.11106,0.012505,0.01034,0.1445806100217865,0.0136220043572984,0.918,0.1209803921568627,0.0112636165577342,183600,26545,0.67,27,15,17,20,23,1.0,0.1327249999999999,,116876,54191,2501,10032,2,3,114
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1004,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.124465,0.11342,0.00833,0.00682,0.1338333333333333,0.0089569892473118,0.93,0.1219569892473118,0.0073333333333333,186000,24893,0.655,27,12,13,15,18,1.0,0.124465,,116265,55298,1666,12771,1,77,262
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1005,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14639,0.1731,0.0133949999999999,0.01188,0.1587744034707158,0.0145281995661605,0.922,0.1877440347071583,0.0128850325379609,184400,29278,0.6475,22,17,18,18,18,1.0,0.14639,,116566,52128,2679,13027,1,1,14
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1006,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.140745,0.1366399999999999,0.020665,0.02154,0.1513387096774193,0.0222204301075268,0.93,0.1469247311827957,0.0231612903225806,186000,28149,0.705,36,24,27,29,34,1.0,0.140745,,118087,51498,4133,12282,1,3,43
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1007,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.15565,0.19812,0.01802,0.01576,0.1641877637130801,0.0190084388185654,0.948,0.2089873417721519,0.0166244725738396,189600,31130,0.6825,27,24,24,24,27,1.0,0.15565,,124690,48967,3604,12339,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1008,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.132965,0.13128,0.0238,0.02352,0.1439015151515151,0.0257575757575757,0.924,0.142077922077922,0.0254545454545454,184800,26593,0.64,35,25,27,28,32,1.0,0.132965,,118573,48162,4760,13305,1,1,41
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1009,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.13688,0.15192,0.015595,0.01164,0.1478185745140388,0.016841252699784,0.926,0.164060475161987,0.0125701943844492,185200,27376,0.6475,23,19,19,19,21,1.0,0.13688,,119761,48997,3119,13323,1,2,3
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1010,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.153635,0.1682,0.02177,0.01994,0.1703270509977827,0.0241352549889135,0.902,0.1864745011086474,0.0221064301552106,180400,30727,0.6675,27,18,20,21,23,1.0,0.153635,,114166,50067,4354,11813,1,2,57
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1011,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1661,0.14178,0.01661,0.01504,0.1763269639065817,0.0176326963906581,0.942,0.1505095541401274,0.0159660297239915,188400,33220,0.68,28,21,23,25,26,1.0,0.1661,,121018,50316,3322,13744,1,2,24
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1012,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1566,0.1393,0.015015,0.01498,0.1680257510729613,0.0161105150214592,0.932,0.1494635193133047,0.0160729613733905,186400,31320,0.6525,28,16,17,18,21,1.0,0.1566,,119378,51084,3003,12935,1,2,200
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1013,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.135855,0.1376,0.017075,0.01112,0.1412214137214137,0.0177494802494802,0.962,0.143035343035343,0.0115592515592515,192400,27171,0.6275,32,22,25,27,28,1.0,0.135855,,124756,50024,3415,14205,1,2,42
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1014,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14892,0.13832,0.02473,0.0220199999999999,0.1597854077253218,0.0265343347639484,0.932,0.1484120171673819,0.02362660944206,186400,29784,0.6725,35,23,24,26,31,1.0,0.14892,,122153,48622,4946,10679,1,2,110
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1015,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1366049999999999,0.11216,0.01677,0.0126,0.147840909090909,0.0181493506493506,0.924,0.1213852813852813,0.0136363636363636,184800,27321,0.6875,35,26,26,28,30,1.0,0.1366049999999999,,117417,49706,3354,14323,1,2,57
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1016,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.13907,0.1365,0.018275,0.01432,0.1518231441048035,0.0199508733624454,0.916,0.1490174672489083,0.0156331877729257,183200,27814,0.6675,32,24,25,25,28,1.0,0.13907,,123390,45894,3655,10261,1,1,3
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1017,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.142175,0.14828,0.016815,0.01428,0.1525482832618026,0.0180418454935622,0.932,0.1590987124463519,0.0153218884120171,186400,28435,0.62,29,18,19,22,27,1.0,0.142175,,121380,49983,3363,11674,1,2,92
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1018,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.157005,0.19728,0.017185,0.0160799999999999,0.1732947019867549,0.0189679911699779,0.906,0.2177483443708609,0.0177483443708609,181200,31401,0.6625,33,21,21,25,27,1.0,0.157005,,107230,56304,3437,14229,1,2,79
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1263,0.1245,0.00228,0.00038,0.1369848156182212,0.0024728850325379,0.922,0.1350325379609544,0.0004121475054229,184400,25260,0.6475,24,14,16,18,20,1.0,0.1263,,122022,50148,456,11774,1,2,52
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1020,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.127475,0.1559799999999999,0.007895,0.0066,0.1359008528784648,0.0084168443496801,0.938,0.1662899786780383,0.0070362473347547,187600,25495,0.6575,30,13,18,20,26,1.0,0.127475,,117778,54868,1579,13375,2,36,137
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1021,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.1403549999999999,0.1415,0.015535,0.01448,0.1538980263157894,0.0170339912280701,0.912,0.1551535087719298,0.0158771929824561,182400,28071,0.6975,34,23,26,28,31,1.0,0.1403549999999999,,121513,46166,3107,11614,1,2,43
news-source-strategies,RQ3,E3-reach-mitigation,credibility_reach10_0_wom0,1022,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,10.0,-1.0,0.33,0.0,5.0,1.0,COMPLETE,0.14462,0.1812,0.015035,0.01262,0.1538510638297872,0.0159946808510638,0.94,0.1927659574468085,0.0134255319148936,188000,28924,0.7,23,16,18,18,21,1.0,0.14462,,127057,47266,3007,10670,1,2,34
