study,research_question,experiment,condition,seed,strategy,from,to,start_period,end_period,target_reach,memory,memory_half_life,wom,contacts,friends,status,fake_repost_share_all,fake_repost_share_final100,target_share_all,target_share_final100,fake_repost_share_decisions,target_share_decisions,participation_rate,fake_repost_share_decisions_final100,target_share_decisions_final100,total_decisions,cumulative_fake_reposts,target_fake_rate_all,target_unique_reposters_p400,target_unique_reposters_p25,target_unique_reposters_p50,target_unique_reposters_p100,target_unique_reposters_p200,target_first_repost_period,fake_repost_share_during,fake_repost_share_post100,selections_traditional_media_all,selections_unknown_media_all,selections_fake_news_source_all,selections_mixed_source_all,target_time_to_25pct_final,target_time_to_50pct_final,target_time_to_75pct_final
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.09615,0.0545,0.0092,0.00314,0.09615,0.0092,1.0,0.0545,0.00314,200000,19230,0.6825,440,237,245,286,368,1.0,0.09615,,191970,3664,1840,2526,5,17,178
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1020,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10528,0.12108,0.01087,0.0092,0.10528,0.01087,1.0,0.12108,0.0092,200000,21056,0.7025,452,316,323,357,375,1.0,0.10528,,188914,3758,2174,5154,7,11,63
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1021,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10664,0.1519,0.01223,0.01316,0.10664,0.01223,1.0,0.1519,0.01316,200000,21328,0.685,461,322,335,353,406,1.0,0.10664,,187818,5717,2446,4019,6,15,98
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1022,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.119505,0.11986,0.0113,0.01274,0.119505,0.0113,1.0,0.11986,0.01274,200000,23901,0.675,451,199,206,272,359,1.0,0.119505,,191553,3584,2260,2603,5,69,174
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1023,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.133565,0.12412,0.012205,0.00976,0.133565,0.012205,1.0,0.12412,0.00976,200000,26713,0.6625,463,219,259,292,381,1.0,0.133565,,190311,3829,2441,3419,3,38,151
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1024,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.1080349999999999,0.12078,0.0095649999999999,0.0096,0.108035,0.009565,1.0,0.12078,0.0096,200000,21607,0.67,437,155,184,253,343,1.0,0.1080349999999999,,192141,3229,1913,2717,6,59,180
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1025,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.115125,0.09742,0.0116549999999999,0.0065,0.115125,0.011655,1.0,0.09742,0.0065,200000,23025,0.6525,461,317,337,375,425,1.0,0.115125,,188004,3813,2331,5852,9,16,83
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1026,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.093275,0.04394,0.01134,0.00216,0.093275,0.01134,1.0,0.04394,0.00216,200000,18655,0.6775,468,397,412,432,457,1.0,0.093275,,190879,3850,2268,3003,4,6,13
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1027,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.104795,0.07806,0.013195,0.00632,0.104795,0.013195,1.0,0.07806,0.00632,200000,20959,0.65,469,364,401,413,438,1.0,0.104795,,189351,4553,2639,3457,4,8,18
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1028,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.13153,0.17872,0.016045,0.02366,0.13153,0.016045,1.0,0.17872,0.02366,200000,26306,0.6325,475,297,361,384,405,1.0,0.13153,,187841,4842,3209,4108,4,8,47
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1029,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.100245,0.13304,0.01022,0.01556,0.100245,0.01022,1.0,0.13304,0.01556,200000,20049,0.6725,444,173,199,217,286,1.0,0.100245,,192042,3302,2044,2612,4,129,236
news-source-strategies,RQ2,E2-timing-duration,credibility_p1_permanent,1030,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,1.0,-1.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.090965,0.09062,0.010205,0.00596,0.090965,0.010205,1.0,0.09062,0.00596,200000,18193,0.68,450,283,298,304,387,1.0,0.090965,,191456,4020,2041,2483,4,13,136
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1001,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10527,0.1243,0.01116,0.01126,0.10527,0.01116,1.0,0.1243,0.01126,200000,21054,0.6875,452,252,252,329,389,1.0,0.00392,0.13066,191098,3566,2232,3104,3,11,127
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1002,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08178,0.04374,0.008485,0.00262,0.08178,0.008485,1.0,0.04374,0.00262,200000,16356,0.6875,425,264,275,311,341,1.0,0.04336,0.11004,192643,3129,1697,2531,3,8,152
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1003,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.107915,0.13006,0.0112249999999999,0.00964,0.107915,0.011225,1.0,0.13006,0.00964,200000,21583,0.66,455,202,252,334,384,1.0,0.00312,0.09924,190281,4531,2245,2943,7,38,131
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1004,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.12181,0.06578,0.01586,0.00538,0.12181,0.01586,1.0,0.06578,0.00538,200000,24362,0.6775,492,267,278,396,468,1.0,0.18288,0.12078,186901,5440,3172,4487,3,14,89
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1005,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.1316,0.1216,0.015335,0.01264,0.1316,0.015335,1.0,0.1216,0.01264,200000,26320,0.65,480,344,371,409,421,1.0,0.12808,0.09688,186845,5611,3067,4477,3,9,35
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1006,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.106095,0.0788199999999999,0.0133149999999999,0.0085,0.106095,0.013315,1.0,0.07882,0.0085,200000,21219,0.6675,478,351,385,426,444,1.0,0.08456,0.09716,186916,4002,2663,6419,8,13,34
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1007,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.14848,0.05736,0.0251,0.0059,0.14848,0.0251,1.0,0.05736,0.0059,200000,29696,0.6975,499,377,462,489,495,1.0,0.12696,0.14898,168109,19729,5020,7142,4,10,25
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1008,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.12409,0.11724,0.015885,0.01206,0.12409,0.015885,1.0,0.11724,0.01206,200000,24818,0.6625,488,360,397,411,455,1.0,0.08712,0.1224,186715,5576,3177,4532,3,8,33
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1009,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.1591,0.0776599999999999,0.0266999999999999,0.01194,0.1591,0.0267,1.0,0.07766,0.01194,200000,31820,0.6775,499,280,310,469,485,1.0,0.132,0.15346,150596,37184,5340,6880,3,17,70
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1010,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.154565,0.07576,0.02691,0.0040199999999999,0.154565,0.02691,1.0,0.07576,0.00402,200000,30913,0.64,497,320,353,451,497,1.0,0.29808,0.20444,113992,73136,5382,7490,4,9,67
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1011,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08909,0.0547999999999999,0.00921,0.00282,0.08909,0.00921,1.0,0.0548,0.00282,200000,17818,0.695,426,235,252,340,368,1.0,0.1304,0.063,192363,3003,1842,2792,3,11,78
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1012,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.126855,0.14018,0.013035,0.0134399999999999,0.126855,0.013035,1.0,0.14018,0.01344,200000,25371,0.64,467,249,279,334,398,1.0,0.0948,0.13028,186789,4329,2607,6275,9,17,142
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1013,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.08817,0.08674,0.008365,0.00708,0.08817,0.008365,1.0,0.08674,0.00708,200000,17634,0.6725,412,163,205,278,357,1.0,0.1306399999999999,0.08512,192854,3140,1673,2333,4,74,128
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1014,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.11454,0.0533,0.0116899999999999,0.0028399999999999,0.11454,0.01169,1.0,0.0533,0.00284,200000,22908,0.7075,457,275,306,326,392,1.0,0.04376,0.12386,189668,4425,2338,3569,3,13,148
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1015,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.129505,0.1321999999999999,0.01477,0.01062,0.129505,0.01477,1.0,0.1322,0.01062,200000,25901,0.6525,486,163,171,284,466,1.0,0.1956,0.16008,187539,5671,2954,3836,11,75,123
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1016,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.108815,0.11852,0.0117349999999999,0.0083,0.108815,0.011735,1.0,0.11852,0.0083,200000,21763,0.66,448,316,319,343,372,1.0,0.08584,0.0741599999999999,189843,3576,2347,4234,5,9,93
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1017,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.1143349999999999,0.13038,0.01239,0.00958,0.114335,0.01239,1.0,0.13038,0.00958,200000,22867,0.665,459,339,359,384,414,1.0,0.04688,0.0973,189813,4120,2478,3589,4,8,30
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1018,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.118205,0.08768,0.01198,0.00554,0.118205,0.01198,1.0,0.08768,0.00554,200000,23641,0.6625,459,304,306,334,432,1.0,0.26616,0.14248,189523,4742,2396,3339,4,8,105
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.096535,0.05504,0.00908,0.00332,0.096535,0.00908,1.0,0.05504,0.00332,200000,19307,0.6825,433,226,234,279,363,1.0,0.002,0.11156,191728,3740,1816,2716,4,18,143
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1020,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.1057,0.12052,0.010685,0.0080399999999999,0.1057,0.010685,1.0,0.12052,0.00804,200000,21140,0.7025,440,303,314,348,368,1.0,0.0007199999999999,0.09656,188564,4053,2137,5246,7,11,68
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1021,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.107075,0.1547599999999999,0.0122899999999999,0.0159,0.107075,0.01229,1.0,0.15476,0.0159,200000,21415,0.685,465,307,316,337,390,1.0,0.13144,0.08704,187140,6097,2458,4305,6,15,122
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1022,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.11985,0.11984,0.01108,0.01196,0.11985,0.01108,1.0,0.11984,0.01196,200000,23970,0.675,448,201,208,275,358,1.0,0.004,0.13288,191139,3839,2216,2806,5,60,171
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1023,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.13444,0.12536,0.012525,0.01056,0.13444,0.012525,1.0,0.12536,0.01056,200000,26888,0.6625,461,211,249,280,377,1.0,0.08496,0.15744,189713,4098,2505,3684,3,43,152
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1024,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.108295,0.1212999999999999,0.00929,0.00968,0.108295,0.00929,1.0,0.1213,0.00968,200000,21659,0.67,428,157,184,247,334,1.0,0.0907999999999999,0.1304199999999999,191916,3398,1858,2828,5,59,180
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1025,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.11571,0.0970999999999999,0.0113499999999999,0.00588,0.11571,0.01135,1.0,0.0971,0.00588,200000,23142,0.6525,458,330,348,379,424,1.0,0.04416,0.14276,187487,4170,2270,6073,9,16,42
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1026,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.09451,0.04406,0.01194,0.00222,0.09451,0.01194,1.0,0.04406,0.00222,200000,18902,0.6775,463,388,413,431,454,1.0,0.00056,0.12228,190207,4139,2388,3266,3,7,13
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1027,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10442,0.0784599999999999,0.012675,0.0066,0.10442,0.012675,1.0,0.07846,0.0066,200000,20884,0.65,465,344,384,401,429,1.0,0.16944,0.07714,189344,4578,2535,3543,4,8,36
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1028,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.13215,0.18018,0.01587,0.0237,0.13215,0.01587,1.0,0.18018,0.0237,200000,26430,0.6325,475,289,351,377,400,1.0,0.0009599999999999,0.10754,187186,5239,3174,4401,4,8,54
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1029,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0999,0.13196,0.00956,0.0141199999999999,0.0999,0.00956,1.0,0.13196,0.01412,200000,19980,0.6725,433,160,187,208,277,1.0,0.0,0.10764,192024,3400,1912,2664,4,135,238
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d25,1030,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,125.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.091305,0.0915,0.0099849999999999,0.0065,0.091305,0.009985,1.0,0.0915,0.0065,200000,18261,0.68,444,272,279,287,377,1.0,0.08288,0.12138,191205,4269,1997,2529,4,13,171
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1001,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10521,0.1243,0.0112,0.01126,0.10521,0.0112,1.0,0.1243,0.01126,200000,21042,0.6875,453,252,252,329,390,1.0,0.10882,0.0683199999999999,191138,3535,2240,3087,3,11,127
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1002,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.0817,0.04374,0.00844,0.00262,0.0817,0.00844,1.0,0.04374,0.00262,200000,16340,0.6875,425,264,275,311,341,1.0,0.06416,0.12298,192691,3107,1688,2514,3,8,152
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1003,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.107825,0.13006,0.01116,0.00964,0.107825,0.01116,1.0,0.13006,0.00964,200000,21565,0.66,455,202,252,334,385,1.0,0.08936,0.0761599999999999,190349,4500,2232,2919,7,38,131
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1004,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.12151,0.06578,0.01577,0.00538,0.12151,0.01577,1.0,0.06578,0.00538,200000,24302,0.6775,493,267,278,396,468,1.0,0.14362,0.14396,187064,5367,3154,4415,3,14,89
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1005,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.13158,0.1216,0.0153499999999999,0.01264,0.13158,0.01535,1.0,0.1216,0.01264,200000,26316,0.65,480,344,371,409,422,1.0,0.07524,0.16412,186867,5593,3070,4470,3,9,35
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1006,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.10606,0.0788199999999999,0.01339,0.0085,0.10606,0.01339,1.0,0.07882,0.0085,200000,21212,0.6675,479,351,385,426,446,1.0,0.08674,0.08854,186918,3985,2678,6419,8,13,34
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1007,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.148415,0.05736,0.025275,0.0059,0.148415,0.025275,1.0,0.05736,0.0059,200000,29683,0.6975,499,377,462,489,495,1.0,0.13774,0.14548,168144,19664,5055,7137,4,10,25
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1008,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.12408,0.11724,0.015915,0.01206,0.12408,0.015915,1.0,0.11724,0.01206,200000,24816,0.6625,491,360,397,411,458,1.0,0.12,0.1188,186790,5517,3183,4510,3,8,33
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1009,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.158675,0.0776599999999999,0.02639,0.01194,0.158675,0.02639,1.0,0.07766,0.01194,200000,31735,0.6775,499,280,310,469,486,1.0,0.1083,0.23566,150956,37030,5278,6736,3,17,70
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1010,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.154025,0.07576,0.0269699999999999,0.0040199999999999,0.154025,0.02697,1.0,0.07576,0.00402,200000,30805,0.64,497,320,353,451,497,1.0,0.25304,0.10152,114375,72945,5394,7286,4,9,67
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1011,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.089025,0.0547999999999999,0.009195,0.00282,0.089025,0.009195,1.0,0.0548,0.00282,200000,17805,0.695,426,235,252,340,368,1.0,0.07404,0.09036,192409,2978,1839,2774,3,11,78
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1012,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.126915,0.14018,0.01315,0.0134399999999999,0.126915,0.01315,1.0,0.14018,0.01344,200000,25383,0.64,467,249,279,334,400,1.0,0.13332,0.09232,186813,4281,2630,6276,9,17,142
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1013,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.088255,0.0867,0.00858,0.0070199999999999,0.088255,0.00858,1.0,0.0867,0.00702,200000,17651,0.6725,415,163,205,278,363,1.0,0.11816,0.04316,192862,3124,1716,2298,4,74,128
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1014,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.11492,0.0533,0.012065,0.00282,0.11492,0.012065,1.0,0.0533,0.00282,200000,22984,0.7075,457,275,306,326,392,1.0,0.12436,0.15208,189675,4354,2413,3558,3,13,140
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1015,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.12972,0.1321999999999999,0.0154399999999999,0.01062,0.12972,0.01544,1.0,0.1322,0.01062,200000,25944,0.6525,486,163,171,284,465,1.0,0.18724,0.04384,187403,5638,3088,3871,11,75,123
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1016,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.108695,0.11852,0.011695,0.0083,0.108695,0.011695,1.0,0.11852,0.0083,200000,21739,0.66,447,316,319,343,368,1.0,0.0746599999999999,0.1199399999999999,189915,3544,2339,4202,5,9,93
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1017,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.11428,0.13038,0.01242,0.00958,0.11428,0.01242,1.0,0.13038,0.00958,200000,22856,0.665,459,339,359,384,414,1.0,0.0868599999999999,0.0983199999999999,189862,4091,2484,3563,4,8,30
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1018,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.118245,0.0879,0.012065,0.00554,0.118245,0.012065,1.0,0.0879,0.00554,200000,23649,0.6625,458,304,306,334,432,1.0,0.17628,0.09898,189655,4677,2413,3255,4,8,105
news-source-strategies,RQ2,E2-timing-duration,credibility_p101_d100,1019,CREDIBILITY_CAMOUFLAGE,TRADITIONAL_MEDIA,FAKE_NEWS_SOURCE,101.0,200.0,,-1.0,0.33,1.0,5.0,1.0,COMPLETE,0.09658,0.05524,0.009195,0.0033799999999999,0.09658,0.009195,1.0,0.05524,0.00338,200000,19316,0.6825,436,226,234,279,364,1.0,0.09864,0.10332,191748,3731,1839,2682,4,18,178
