condition,strategy,start_period,end_period,window,window_start,window_end,metric,n_pairs,effect,se,ci95_low,ci95_high,cohens_dz,p_value
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_26_50,126,150,false_rate_agent_period,30,-2.4000000000001105e-05,7.349657901179371e-05,-0.00017431738199026988,0.00012631738199026768,-0.05961883558333243,0.7463565340056734
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_26_50,126,150,false_share_decisions,30,-2.4000000000001105e-05,7.349657901179371e-05,-0.00017431738199026988,0.00012631738199026768,-0.05961883558333243,0.7463565340056734
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_26_50,126,150,target_share_decisions,30,-1.5999999999999986e-05,4.030230591503373e-05,-9.842747070372713e-05,6.642747070372717e-05,-0.0724818817940442,0.6942744728755393
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_26_50,126,150,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_51_100,151,200,false_rate_agent_period,30,2.666666666666743e-05,5.133019844137222e-05,-7.83153767221809e-05,0.00013164871005551577,0.09484952529771402,0.6073464190704776
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_51_100,151,200,false_share_decisions,30,2.666666666666743e-05,5.133019844137222e-05,-7.83153767221809e-05,0.00013164871005551577,0.09484952529771402,0.6073464190704776
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_51_100,151,200,target_share_decisions,30,5.333333333333463e-06,4.716255414425686e-05,-9.112492040118923e-05,0.00010179158706785616,0.02064623107862137,0.9107431160376416
informational_p1_d100,INFORMATIONAL_CAMOUFLAGE,1,100,post_51_100,151,200,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,1,-1,during,1,400,false_rate_agent_period,30,-7.399999999999906e-05,8.665010893997975e-05,-0.00025121937129807357,0.00010321937129807544,-0.15592005500134207,0.40009954734934133
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,1,-1,during,1,400,false_share_decisions,30,-7.399999999999906e-05,8.665010893997975e-05,-0.00025121937129807357,0.00010321937129807544,-0.15592005500134207,0.40009954734934133
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,1,-1,during,1,400,target_share_decisions,30,0.0008689999999999999,0.00010759849804532213,0.0006489363623487493,0.0010890636376512503,1.4745277152831107,6.6079907357553666e-09
informational_p1_permanent,INFORMATIONAL_CAMOUFLAGE,1,-1,during,1,400,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,during,101,125,false_rate_agent_period,30,0.00027999999999999927,0.00014023953236082096,-6.8220485831802e-06,0.0005668220485831787,0.3645246898163296,0.05533387585552659
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,during,101,125,false_share_decisions,30,0.00027999999999999927,0.00014023953236082096,-6.8220485831802e-06,0.0005668220485831787,0.3645246898163296,0.05533387585552659
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,during,101,125,target_share_decisions,30,0.0008293333333333335,0.0002315916607263908,0.0003556752039449789,0.001302991462721688,0.6538009945793857,0.0012311992848429837
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,during,101,125,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_1_25,126,150,false_rate_agent_period,30,-0.00023466666666666872,0.00016745542095633365,-0.0005771514573423721,0.00010781812400903468,-0.2558536198148256,0.17171582213045666
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_1_25,126,150,false_share_decisions,30,-0.00023466666666666872,0.00016745542095633365,-0.0005771514573423721,0.00010781812400903468,-0.2558536198148256,0.17171582213045666
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_1_25,126,150,target_share_decisions,30,-0.00024000000000000006,0.0001584290696650793,-0.0005640238294545273,8.402382945452719e-05,-0.2765767967522917,0.14062902404354136
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_1_25,126,150,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_26_50,151,175,false_rate_agent_period,30,-6.666666666666835e-05,0.00011281694391911587,-0.0002974032245048669,0.0001640698911715302,-0.10788815904932188,0.5591467226708428
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_26_50,151,175,false_share_decisions,30,-6.666666666666835e-05,0.00011281694391911587,-0.0002974032245048669,0.0001640698911715302,-0.10788815904932188,0.5591467226708428
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_26_50,151,175,target_share_decisions,30,-1.5999999999999955e-05,0.00012276657600466035,-0.0002670858403078687,0.0002350858403078688,-0.023794644018173043,0.8972062795093171
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_26_50,151,175,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_51_100,176,225,false_rate_agent_period,30,-0.00036800000000000076,0.00036525110241598523,-0.0011150223814828215,0.0003790223814828199,-0.18394824804876497,0.3220151942189732
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_51_100,176,225,false_share_decisions,30,-0.00036800000000000076,0.00036525110241598523,-0.0011150223814828215,0.0003790223814828199,-0.18394824804876497,0.3220151942189732
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_51_100,176,225,target_share_decisions,30,-9.200000000000003e-05,9.123721765298123e-05,-0.00027860106200959035,9.46010620095903e-05,-0.18410058448638206,0.3216214175594935
informational_p101_d25,INFORMATIONAL_CAMOUFLAGE,101,125,post_51_100,176,225,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,during,101,200,false_rate_agent_period,30,-0.0003873333333333342,0.00026725592940244735,-0.0009339330821829445,0.0001592664155162761,-0.26460429947513836,0.15798310955358033
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,during,101,200,false_share_decisions,30,-0.0003873333333333342,0.00026725592940244735,-0.0009339330821829445,0.0001592664155162761,-0.26460429947513836,0.15798310955358033
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,during,101,200,target_share_decisions,30,0.0006493333333333333,0.00021847482473306986,0.00020250214572951176,0.0010961645209371547,0.5426323367634731,0.005894653354020711
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,during,101,200,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_1_25,201,225,false_rate_agent_period,30,-0.000541333333333334,0.0002303239763889484,-0.001012398757137884,-7.026790952878394e-05,-0.42910640111479254,0.025772273106877384
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_1_25,201,225,false_share_decisions,30,-0.000541333333333334,0.0002303239763889484,-0.001012398757137884,-7.026790952878394e-05,-0.42910640111479254,0.025772273106877384
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_1_25,201,225,target_share_decisions,30,-0.00044000000000000007,0.00017199839614328409,-0.0007917762181915279,-8.82237818084723e-05,-0.46705459800045396,0.016009522986000398
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_1_25,201,225,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_26_50,226,250,false_rate_agent_period,30,-5.866666666666613e-05,6.4404849773363e-05,-0.00019038937452025184,7.30560411869196e-05,-0.16630764515427976,0.36985549144709007
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_26_50,226,250,false_share_decisions,30,-5.866666666666613e-05,6.4404849773363e-05,-0.00019038937452025184,7.30560411869196e-05,-0.16630764515427976,0.36985549144709007
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_26_50,226,250,target_share_decisions,30,-2.9333333333333265e-05,6.72598893866658e-05,-0.00016689525283350892,0.00010822858616684241,-0.07962411921871723,0.6659797258260545
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_26_50,226,250,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_51_100,251,300,false_rate_agent_period,30,-1.7333333333333552e-05,1.0795202567225701e-05,-3.9412001616650615e-05,4.745334949983507e-06,-0.29315051768910777,0.1191864876026414
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_51_100,251,300,false_share_decisions,30,-1.7333333333333552e-05,1.0795202567225701e-05,-3.9412001616650615e-05,4.745334949983507e-06,-0.29315051768910777,0.1191864876026414
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_51_100,251,300,target_share_decisions,30,-9.333333333333358e-06,5.967986112378956e-06,-2.153923543420711e-05,2.8725687675403953e-06,-0.28552776470541474,0.12868918288195466
informational_p101_d100,INFORMATIONAL_CAMOUFLAGE,101,200,post_51_100,251,300,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,101,-1,during,101,400,false_rate_agent_period,30,-9.488888888888787e-05,0.00011787244803583201,-0.0003359651136025182,0.00014618733582474246,-0.1469746486338804,0.4273631071745667
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,101,-1,during,101,400,false_share_decisions,30,-9.488888888888787e-05,0.00011787244803583201,-0.0003359651136025182,0.00014618733582474246,-0.1469746486338804,0.4273631071745667
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,101,-1,during,101,400,target_share_decisions,30,0.0006842222222222221,8.798030856740133e-05,0.0005042822872161911,0.0008641621572282531,1.4198781203043047,1.413163658918921e-08
informational_p101_permanent,INFORMATIONAL_CAMOUFLAGE,101,-1,during,101,400,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,during,201,225,false_rate_agent_period,30,0.0004399999999999994,0.00018006384563744866,7.172808542588204e-05,0.0008082719145741168,0.44613421135729164,0.02086297343229172
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,during,201,225,false_share_decisions,30,0.0004399999999999994,0.00018006384563744866,7.172808542588204e-05,0.0008082719145741168,0.44613421135729164,0.02086297343229172
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,during,201,225,target_share_decisions,30,0.0008693333333333333,0.00024045117234799433,0.00037755546816165594,0.0013611111985050105,0.6600833924107588,0.0011239373514913477
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,during,201,225,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_1_25,226,250,false_rate_agent_period,30,-0.00017600000000000135,0.00010979772415621842,-0.0004005615600830092,4.85615600830065e-05,-0.29265685563073784,0.11978387953631234
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_1_25,226,250,false_share_decisions,30,-0.00017600000000000135,0.00010979772415621842,-0.0004005615600830092,4.85615600830065e-05,-0.29265685563073784,0.11978387953631234
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_1_25,226,250,target_share_decisions,30,-0.00011733333333333332,0.0001073815127106647,-0.00033695318614623436,0.00010228651947956774,-0.19949465474906597,0.2835298549218424
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_1_25,226,250,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_26_50,251,275,false_rate_agent_period,30,-0.00011733333333333341,8.295537275988694e-05,-0.000286996120676022,5.232945400935514e-05,-0.2582356885629611,0.16788748833164702
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_26_50,251,275,false_share_decisions,30,-0.00011733333333333341,8.295537275988694e-05,-0.000286996120676022,5.232945400935514e-05,-0.2582356885629611,0.16788748833164702
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_26_50,251,275,target_share_decisions,30,-0.00011466666666666678,6.181123160470453e-05,-0.00024108482976133825,1.1751496428004691e-05,-0.3386952947802608,0.07377243633162274
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_26_50,251,275,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_51_100,276,325,false_rate_agent_period,30,-1.733333333333309e-05,2.4834779715650806e-05,-6.812616096361809e-05,3.345949429695192e-05,-0.12742690925285644,0.4907698227829358
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_51_100,276,325,false_share_decisions,30,-1.733333333333309e-05,2.4834779715650806e-05,-6.812616096361809e-05,3.345949429695192e-05,-0.12742690925285644,0.4907698227829358
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_51_100,276,325,target_share_decisions,30,-1.599999999999994e-05,1.8653525752213923e-05,-5.415074379871358e-05,2.2150743798713697e-05,-0.15660240386534804,0.39806598947761324
informational_p201_d25,INFORMATIONAL_CAMOUFLAGE,201,225,post_51_100,276,325,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,during,201,300,false_rate_agent_period,30,0.0002086666666666651,0.0001212906960578246,-3.940066022570596e-05,0.00045673399355903617,0.31409784934714763,0.09601810939036669
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,during,201,300,false_share_decisions,30,0.0002086666666666651,0.0001212906960578246,-3.940066022570596e-05,0.00045673399355903617,0.31409784934714763,0.09601810939036669
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,during,201,300,target_share_decisions,30,0.0008459999999999999,0.00014603148770829817,0.000547332072654251,0.0011446679273457486,1.0577017576167569,2.8125039675355775e-06
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,during,201,300,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_1_25,301,325,false_rate_agent_period,30,-0.0001066666666666703,0.00014627743545265416,-0.00040583761362959173,0.0001925042802962511,-0.13313454506597455,0.47172329111239836
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_1_25,301,325,false_share_decisions,30,-0.0001066666666666703,0.00014627743545265416,-0.00040583761362959173,0.0001925042802962511,-0.13313454506597455,0.47172329111239836
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_1_25,301,325,target_share_decisions,30,-4.533333333333333e-05,0.00011556133201005732,-0.00028168279504464135,0.00019101612837797466,-0.07162167725621393,0.6977137486014069
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_1_25,301,325,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_26_50,326,350,false_rate_agent_period,30,-0.00015200000000000074,0.00011066195807736851,-0.0003783291169162813,7.432911691627984e-05,-0.25077521425679494,0.18010680929293096
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_26_50,326,350,false_share_decisions,30,-0.00015200000000000074,0.00011066195807736851,-0.0003783291169162813,7.432911691627984e-05,-0.25077521425679494,0.18010680929293096
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_26_50,326,350,target_share_decisions,30,-0.00021333333333333344,0.00017013134434754198,-0.0005612910018488123,0.0001346243351821455,-0.22893582481336902,0.21988049766978152
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_26_50,326,350,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_51_100,351,400,false_rate_agent_period,30,-3.333333333333394e-05,2.7195897820031343e-05,-8.89551896992742e-05,2.228852303260632e-05,-0.2237766237678467,0.23018195579139175
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_51_100,351,400,false_share_decisions,30,-3.333333333333394e-05,2.7195897820031343e-05,-8.89551896992742e-05,2.228852303260632e-05,-0.2237766237678467,0.23018195579139175
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_51_100,351,400,target_share_decisions,30,-1.733333333333338e-05,1.6794452651001837e-05,-5.1681845718556494e-05,1.7015179051889735e-05,-0.18843241199362276,0.3105624360045735
informational_p201_d100,INFORMATIONAL_CAMOUFLAGE,201,300,post_51_100,351,400,participation_rate,30,0.0,0.0,0.0,0.0,,
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,201,-1,during,201,400,false_rate_agent_period,30,0.00012666666666666753,8.823470963670889e-05,-5.3793576947301543e-05,0.0003071269102806366,0.2620971229386341,0.16182525310300125
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,201,-1,during,201,400,false_share_decisions,30,0.00012666666666666753,8.823470963670889e-05,-5.3793576947301543e-05,0.0003071269102806366,0.2620971229386341,0.16182525310300125
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,201,-1,during,201,400,target_share_decisions,30,0.0007686666666666668,0.00010602182960357938,0.0005518276780482838,0.00098550565528505,1.3236773159824309,5.534017529892463e-08
informational_p201_permanent,INFORMATIONAL_CAMOUFLAGE,201,-1,during,201,400,participation_rate,30,0.0,0.0,0.0,0.0,,
